epoch,method,NMI,ARI,ACC,BalancedACC,F1_Macro,RareACC,UltraRareACC,n_clusters_found,resolution,selection_metric,selection_score,rare_weighted_silhouette,target_clusters,target_source,cluster_count_diff,noise_fraction,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_scan_enabled
119,hdbscan_final,0.8711387489798875,0.8512819215728887,0.8848173649200607,0.8126949190623592,0.7085670465263358,0.8086876155268022,0.8050847457627118,15,,rare_weighted_silhouette_unsupervised,0.6131863237594914,0.6131863237594914,15,legacy_estimate_k,0,0.00023339946318123468,8,6,eom,False
119,leiden_target14_final,0.7968304327051617,0.5871772301969157,0.6604037810713035,0.619929266744763,0.6076915526677401,0.7948243992606284,0.6779661016949152,14,0.05,cluster_count_abs_error_then_silhouette,0.7401677966117859,,14,,,,,,,
