dataset_key,dataset_label,algorithm,algorithm_label,metric,n_splits,mean,std,min,max,metric_label,dataset_short
bbag094_spleen,BBAG094 spleen,scdeepcluster,scDeepCluster,ACC,1,0.597557429485,0.0,0.597557429485,0.597557429485,ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scdeepcluster,scDeepCluster,ARI,1,0.416966362408,0.0,0.416966362408,0.416966362408,ARI,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scdeepcluster,scDeepCluster,BalancedACC,1,0.649278145697,0.0,0.649278145697,0.649278145697,Balanced ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scdeepcluster,scDeepCluster,BalancedRareACC,1,0.525,0.0,0.525,0.525,Balanced Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scdeepcluster,scDeepCluster,RareACC,1,0.817307692308,0.0,0.817307692308,0.817307692308,Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scdeepcluster,scDeepCluster,UltraRareACC,1,0.05,0.0,0.05,0.05,Ultra Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scaide,scAIDE,ACC,1,0.943297470194824,0.0,0.943297470194824,0.943297470194824,ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scaide,scAIDE,ARI,1,0.9429487906132052,0.0,0.9429487906132052,0.9429487906132052,ARI,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scaide,scAIDE,BalancedACC,1,0.74145980898027,0.0,0.74145980898027,0.74145980898027,Balanced ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scaide,scAIDE,BalancedRareACC,1,0.494047619047619,0.0,0.494047619047619,0.494047619047619,Balanced Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scaide,scAIDE,RareACC,1,0.7980769230769231,0.0,0.7980769230769231,0.7980769230769231,Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scaide,scAIDE,UltraRareACC,1,0.0,0.0,0.0,0.0,Ultra Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scvi,scVI,ACC,1,0.3634777551613841,0.0,0.3634777551613841,0.3634777551613841,ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scvi,scVI,ARI,1,0.0034684983110352,0.0,0.0034684983110352,0.0034684983110352,ARI,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scvi,scVI,BalancedACC,1,0.2866263437129278,0.0,0.2866263437129278,0.2866263437129278,Balanced ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scvi,scVI,BalancedRareACC,1,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,Balanced Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scvi,scVI,RareACC,1,0.2307692307692307,0.0,0.2307692307692307,0.2307692307692307,Rare ACC,BBAG094 spleen
bbag094_spleen,BBAG094 spleen,scvi,scVI,UltraRareACC,1,0.0,0.0,0.0,0.0,Ultra Rare ACC,BBAG094 spleen
gse112013_human_testis_raw_counts,Human testis,scraw,scRAW,ACC,2,0.6686376762035031,0.00861751966509299,0.6625441696113075,0.6747311827956989,ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scraw,scRAW,ARI,2,0.5806911015922525,0.010047670722553208,0.5735863254892055,0.5877958776952993,ARI,Human testis
gse112013_human_testis_raw_counts,Human testis,scraw,scRAW,BalancedACC,2,0.7998420123278474,0.013351271274424356,0.7904012378722408,0.809282786783454,Balanced ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scraw,scRAW,BalancedRareACC,2,0.938052398989899,0.08760713750496207,0.876104797979798,1.0,Balanced Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scraw,scRAW,RareACC,2,0.9170731707317072,0.1172762466358177,0.8341463414634146,1.0,Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scraw,scRAW,UltraRareACC,2,1.0,0.0,1.0,1.0,Ultra Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scname,scNAME,ACC,2,0.6659874995249999,0.01236543546694291,0.657243816254,0.674731182796,ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scname,scNAME,ARI,2,0.5749009897390001,0.011954121228785126,0.566448149555,0.583353829923,ARI,Human testis
gse112013_human_testis_raw_counts,Human testis,scname,scNAME,BalancedACC,2,0.7312814544815001,0.004050102032248015,0.72841759987,0.734145309093,Balanced ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scname,scNAME,BalancedRareACC,2,0.7952877964426878,0.05380451425851693,0.7572422595520422,0.8333333333333334,Balanced Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scname,scNAME,RareACC,2,0.9232803507809999,0.08466290838640166,0.863414634146,0.983146067416,Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scname,scNAME,UltraRareACC,2,0.35,0.49497474683058323,0.0,0.7,Ultra Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,sc_mae,scMAE,ACC,2,0.678487974467,0.021298639796281042,0.663427561837,0.693548387097,ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,sc_mae,scMAE,ARI,2,0.5926663163970001,0.023383578029409227,0.576131629804,0.60920100299,ARI,Human testis
gse112013_human_testis_raw_counts,Human testis,sc_mae,scMAE,BalancedACC,2,0.7978195666825,0.009398450651750585,0.791173858494,0.804465274871,Balanced ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,sc_mae,scMAE,BalancedRareACC,2,0.9340121884958841,0.08878812220360321,0.8712295051968965,0.9967948717948718,Balanced Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,sc_mae,scMAE,RareACC,2,0.93865442587,0.0788107229130052,0.882926829268,0.994382022472,Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,sc_mae,scMAE,UltraRareACC,2,0.875,0.1767766952966369,0.75,1.0,Ultra Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scdeepcluster,scDeepCluster,ACC,2,0.7482902085945,0.013822958278095482,0.73851590106,0.758064516129,ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scdeepcluster,scDeepCluster,ARI,2,0.597235094094,0.019696526771570695,0.583307546448,0.61116264174,ARI,Human testis
gse112013_human_testis_raw_counts,Human testis,scdeepcluster,scDeepCluster,BalancedACC,2,0.761966448346,0.0006472100511213618,0.76150880173,0.762424094962,Balanced ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scdeepcluster,scDeepCluster,BalancedRareACC,2,0.786623023715415,0.06605835336430653,0.7399127140974967,0.8333333333333334,Balanced Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scdeepcluster,scDeepCluster,RareACC,2,0.91108522883,0.10190941524429963,0.839024390244,0.983146067416,Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scdeepcluster,scDeepCluster,UltraRareACC,2,0.35,0.49497474683058323,0.0,0.7,Ultra Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scaide,scAIDE,ACC,2,0.684204693694036,0.008145112117851024,0.6784452296819788,0.6899641577060932,ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scaide,scAIDE,ARI,2,0.5671277593250602,0.014013369783330462,0.5572188105239926,0.5770367081261278,ARI,Human testis
gse112013_human_testis_raw_counts,Human testis,scaide,scAIDE,BalancedACC,2,0.795580130349471,0.02668654157768626,0.7767098958334722,0.8144503648654696,Balanced ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scaide,scAIDE,BalancedRareACC,2,0.9147271734907605,0.11606125197441772,0.8326594751866491,0.9967948717948718,Balanced Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scaide,scAIDE,RareACC,2,0.9118251575774183,0.11675303800079331,0.8292682926829268,0.99438202247191,Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scaide,scAIDE,UltraRareACC,2,0.875,0.1767766952966369,0.75,1.0,Ultra Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scvi,scVI,ACC,2,0.7816453892625099,0.01227140173665234,0.7729681978798587,0.7903225806451613,ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scvi,scVI,ARI,2,0.6319154684524306,0.023430618987228962,0.6153475188791627,0.6484834180256984,ARI,Human testis
gse112013_human_testis_raw_counts,Human testis,scvi,scVI,BalancedACC,2,0.7658107919549326,0.018261677561204517,0.7528978359155627,0.7787237479943026,Balanced ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scvi,scVI,BalancedRareACC,2,0.7496710405134317,0.006722404907322409,0.7449175824175823,0.7544244986092812,Balanced Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scvi,scVI,RareACC,2,0.9105645382296519,0.03908562284607472,0.8829268292682927,0.9382022471910112,Rare ACC,Human testis
gse112013_human_testis_raw_counts,Human testis,scvi,scVI,UltraRareACC,2,0.2,0.28284271247461906,0.0,0.4,Ultra Rare ACC,Human testis
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,ACC,2,0.7977244056095598,0.040405749970555745,0.7691532258064516,0.8262955854126679,ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,ARI,2,0.7076056076962203,0.046689469726020415,0.6745911670429473,0.7406200483494934,ARI,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,BalancedACC,2,0.620216345953955,0.01295356992640966,0.6110567888184166,0.6293759030894934,Balanced ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,BalancedRareACC,2,0.4042339774047091,0.06414804628819372,0.3588744588744588,0.4495934959349594,Balanced Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,RareACC,2,0.2691117582817619,0.08507418681549106,0.208955223880597,0.3292682926829268,Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,UltraRareACC,1,0.9,0.0,0.9,0.9,Ultra Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,ACC,2,0.7262921026565,0.007866896770761479,0.720729366603,0.73185483871,ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,ARI,2,0.699435451969,0.03136034547821684,0.677260339021,0.721610564917,ARI,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,BalancedACC,2,0.4966690670415,0.01922648614780193,0.483073888308,0.510264245775,Balanced ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,BalancedRareACC,2,0.24016430723747795,0.14679631653321276,0.1363636363636363,0.3439649781113196,Balanced Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,RareACC,2,0.311066618129,0.24994564416908524,0.134328358209,0.487804878049,Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,UltraRareACC,1,0.0,0.0,0.0,0.0,Ultra Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,ACC,2,0.706013753018,0.0009043510895580573,0.70537428023,0.706653225806,ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,ARI,2,0.634159180111,0.03636141546663639,0.608447776661,0.659870583561,ARI,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,BalancedACC,2,0.564554526975,0.005590880970433029,0.560601177128,0.568507876822,Balanced ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,BalancedRareACC,2,0.2191197691197691,0.05152798333321878,0.1826839826839827,0.2555555555555555,Balanced Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,RareACC,2,0.16336002912300002,0.06216464785451316,0.119402985075,0.207317073171,Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,UltraRareACC,1,0.4,0.0,0.4,0.4,Ultra Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,ACC,2,0.5913033635685,0.03645725186971301,0.565524193548,0.617082533589,ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,ARI,2,0.4577942827915,0.05383910757950495,0.419724284729,0.495864280854,ARI,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,BalancedACC,2,0.519615427845,0.00670284308551922,0.514875802046,0.524355053644,Balanced ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,BalancedRareACC,2,0.3459349593495935,0.2535236508156647,0.1666666666666666,0.5252032520325204,Balanced Rare ACC,Kang PBMC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,RareACC,2,0.3360939206408,0.36977025525119417,0.0746268656716,0.59756097561,Rare ACC,Kang PBMC
