epoch,method,NMI,ARI,ACC,BalancedACC,F1_Macro,RareACC,UltraRareACC,n_clusters_found,resolution,selection_metric,selection_score,rare_weighted_silhouette,target_clusters,target_source,cluster_count_diff,noise_fraction,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_scan_enabled
119,hdbscan_final,0.560455467634036,0.24604881093601846,0.5454545454545454,0.6114041906692049,0.24763847491999577,0.4907578558225508,0.652542372881356,36,,rare_weighted_silhouette_unsupervised,0.17385785016619937,0.17385785016619937,15,legacy_estimate_k,21,0.4568794491772669,8,6,eom,False
119,leiden_target14_final,0.7974954824092981,0.5830353236177968,0.6516513012020072,0.5556209773085833,0.5448705099610249,0.7791127541589649,0.4745762711864407,14,0.35,cluster_count_abs_error_then_silhouette,0.16407932341098785,,14,,,,,,,
