dataset_key,dataset_label,algorithm,algorithm_label,split_key,train_groups,test_group,ACC,BalancedACC,ARI,NMI,RareACC,UltraRareACC,source,output_dir,BalancedACC_source_file,BalancedACC_source_key,BalancedRareACC
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scraw,scRAW,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",107,0.8262955854126679,0.6110567888184166,0.7406200483494934,0.7541835952149676,0.208955223880597,0.9,scraw_trial0017_exact_used_as_scraw_final,/data2/fbidet/scRAW_Inductif/results/inductive_scraw_trial0017_exact_all_datasets_20260507_145430/01_scraw_runs/kang_pbmc_gse96583_singlets_raw_counts/scraw/107,/data2/fbidet/scRAW_Inductif/results/inductive_scraw_trial0017_exact_all_datasets_20260507_145430/01_scraw_runs/kang_pbmc_gse96583_singlets_raw_counts/scraw/107/metrics.json,metrics.BalancedACC,0.3588744588744588
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",1039,0.73185483871,0.483073888308,0.721610564917,0.681529223996,0.487804878049,,existing_kang_shared_train_trial_0017,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scname/1039,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scname/1039/metrics.json,metrics.BalancedACC,0.3439649781113196
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scname,scNAME,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",107,0.720729366603,0.510264245775,0.677260339021,0.725647962837,0.134328358209,0.0,existing_kang_shared_train_trial_0017,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scname/107,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scname/107/metrics.json,metrics.BalancedACC,0.1363636363636363
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",1039,0.706653225806,0.568507876822,0.659870583561,0.672591041695,0.207317073171,,existing_kang_shared_train_trial_0017,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/sc_mae/1039,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/sc_mae/1039/metrics.json,metrics.BalancedACC,0.2555555555555555
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,sc_mae,scMAE,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",107,0.70537428023,0.560601177128,0.608447776661,0.678085748318,0.119402985075,0.4,existing_kang_shared_train_trial_0017,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/sc_mae/107,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/sc_mae/107/metrics.json,metrics.BalancedACC,0.1826839826839827
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",1039,0.565524193548,0.514875802046,0.419724284729,0.60141020726,0.59756097561,,existing_kang_shared_train_trial_0017,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scdeepcluster/1039,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scdeepcluster/1039/metrics.json,metrics.BalancedACC,0.5252032520325204
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scdeepcluster,scDeepCluster,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",107,0.617082533589,0.524355053644,0.495864280854,0.651451517754,0.0746268656716,0.5,existing_kang_shared_train_trial_0017,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scdeepcluster/107,/data2/fbidet/scRAW_Inductif/results/shared_train_kang_pbmc_trial0017_12train_samples_2test_donors_4algos_gpu/scdeepcluster/107/metrics.json,metrics.BalancedACC,0.1666666666666666
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",1039,0.7106854838709677,0.5678823305078722,0.7125400878956525,0.6911350443689344,0.6585365853658537,,inductive_section5_added_methods_20260529,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scaide/1039,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scaide/1039/metrics.json,metrics.BalancedACC,0.5705023973316656
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scaide,scAIDE,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",107,0.7092130518234165,0.5496700247594007,0.6756726019280256,0.7269158696420523,0.1641791044776119,0.3,inductive_section5_added_methods_20260529,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scaide/107,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scaide/107/metrics.json,metrics.BalancedACC,0.2212121212121212
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",1039,0.6512096774193549,0.6626961199513912,0.5009769614407442,0.6536073748835799,0.7439024390243902,,inductive_section5_added_methods_20260529,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scvi/1039,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scvi/1039/metrics.json,metrics.BalancedACC,0.6461538461538462
kang_pbmc_gse96583_singlets_raw_counts,Kang PBMC,scvi,scVI,donor,"1015_ctrl,1015_stim,1488_ctrl,1488_stim,1256_ctrl,1256_stim,1016_ctrl,1016_stim,1244_ctrl,1244_stim,101_ctrl,101_stim",107,0.7437619961612284,0.6915680196203451,0.6333702939994472,0.7229781864493503,0.5671641791044776,0.2,inductive_section5_added_methods_20260529,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scvi/107,/data2/fbidet/scRAW_Inductif/results/inductive_section5_added_methods_20260529/01_runs/kang_pbmc_gse96583_singlets_raw_counts/scvi/107/metrics.json,metrics.BalancedACC,0.4939393939393939
