family,dataset,method,source_method,metric,value
Rare Specific + Harmony,BBAG094 spleen,scRAW,scRAW (trial_0017),ACC,0.8291457286432161
Rare Specific + Harmony,BBAG094 spleen,scRAW,scRAW (trial_0017),ARI,0.8700744463231944
Rare Specific + Harmony,BBAG094 spleen,scRAW,scRAW (trial_0017),Batch correction,0.7909291345199329
Rare Specific + Harmony,BBAG094 spleen,scRAW,scRAW (trial_0017),RareACC,0.5285326086956522
Rare Specific + Harmony,BBAG094 spleen,scRAW,scRAW (trial_0017),UltraRareACC,0.9761904761904762
Rare Specific + Harmony,Baron human pancreas,CellSIUS+Harmony,CellSIUS+Harmony,ACC,0.9215777803711052
Rare Specific + Harmony,Baron human pancreas,CellSIUS+Harmony,CellSIUS+Harmony,ARI,0.8948760457863844
Rare Specific + Harmony,Baron human pancreas,CellSIUS+Harmony,CellSIUS+Harmony,Batch correction,0.7299294196773738
Rare Specific + Harmony,Baron human pancreas,CellSIUS+Harmony,CellSIUS+Harmony,RareACC,0.8798521256931608
Rare Specific + Harmony,Baron human pancreas,CellSIUS+Harmony,CellSIUS+Harmony,UltraRareACC,0.6271186440677966
Rare Specific + Harmony,Baron human pancreas,DeepScena+Harmony,DeepScena+Harmony,ACC,0.5524565293499825
Rare Specific + Harmony,Baron human pancreas,DeepScena+Harmony,DeepScena+Harmony,ARI,0.4398133240419012
Rare Specific + Harmony,Baron human pancreas,DeepScena+Harmony,DeepScena+Harmony,Batch correction,0.6805634429886883
Rare Specific + Harmony,Baron human pancreas,DeepScena+Harmony,DeepScena+Harmony,RareACC,0.6737523105360443
Rare Specific + Harmony,Baron human pancreas,DeepScena+Harmony,DeepScena+Harmony,UltraRareACC,0.4661016949152542
Rare Specific + Harmony,Baron human pancreas,GiniClust+Harmony,GiniClust+Harmony,ACC,0.3097210876414984
Rare Specific + Harmony,Baron human pancreas,GiniClust+Harmony,GiniClust+Harmony,ARI,0.0518010893412266
Rare Specific + Harmony,Baron human pancreas,GiniClust+Harmony,GiniClust+Harmony,Batch correction,0.7300979961667607
Rare Specific + Harmony,Baron human pancreas,GiniClust+Harmony,GiniClust+Harmony,RareACC,0.0757855822550831
Rare Specific + Harmony,Baron human pancreas,GiniClust+Harmony,GiniClust+Harmony,UltraRareACC,0.576271186440678
Rare Specific + Harmony,Baron human pancreas,scAIDE+Harmony,scAIDE+Harmony,ACC,0.8738475901505427
Rare Specific + Harmony,Baron human pancreas,scAIDE+Harmony,scAIDE+Harmony,ARI,0.9143612126618428
Rare Specific + Harmony,Baron human pancreas,scAIDE+Harmony,scAIDE+Harmony,Batch correction,0.5623430109082486
Rare Specific + Harmony,Baron human pancreas,scAIDE+Harmony,scAIDE+Harmony,RareACC,0.6876155268022182
Rare Specific + Harmony,Baron human pancreas,scAIDE+Harmony,scAIDE+Harmony,UltraRareACC,0.7796610169491526
Rare Specific + Harmony,Baron human pancreas,scCAD+Harmony,scCAD+Harmony,ACC,0.5372855642432023
Rare Specific + Harmony,Baron human pancreas,scCAD+Harmony,scCAD+Harmony,ARI,0.6049868988016032
Rare Specific + Harmony,Baron human pancreas,scCAD+Harmony,scCAD+Harmony,Batch correction,0.7289464266236996
Rare Specific + Harmony,Baron human pancreas,scCAD+Harmony,scCAD+Harmony,RareACC,0.3493530499075785
Rare Specific + Harmony,Baron human pancreas,scCAD+Harmony,scCAD+Harmony,UltraRareACC,0.9152542372881356
Rare Specific + Harmony,Baron human pancreas,scRAW,scRAW (trial_0017),ACC,0.9337145524565292
Rare Specific + Harmony,Baron human pancreas,scRAW,scRAW (trial_0017),ARI,0.9158965181979905
Rare Specific + Harmony,Baron human pancreas,scRAW,scRAW (trial_0017),Batch correction,0.5749552605057935
Rare Specific + Harmony,Baron human pancreas,scRAW,scRAW (trial_0017),RareACC,0.8955637707948244
Rare Specific + Harmony,Baron human pancreas,scRAW,scRAW (trial_0017),UltraRareACC,0.8135593220338984
Rare Specific + Harmony,Human testis GSE112013,CellSIUS+Harmony,CellSIUS+Harmony,ACC,0.6690292758089368
Rare Specific + Harmony,Human testis GSE112013,CellSIUS+Harmony,CellSIUS+Harmony,ARI,0.6025769017716083
Rare Specific + Harmony,Human testis GSE112013,CellSIUS+Harmony,CellSIUS+Harmony,Batch correction,0.7756085013524542
Rare Specific + Harmony,Human testis GSE112013,CellSIUS+Harmony,CellSIUS+Harmony,RareACC,0.4984391259105099
Rare Specific + Harmony,Human testis GSE112013,CellSIUS+Harmony,CellSIUS+Harmony,UltraRareACC,0.8928571428571429
Rare Specific + Harmony,Human testis GSE112013,DeepScena+Harmony,DeepScena+Harmony,ACC,0.5953775038520801
Rare Specific + Harmony,Human testis GSE112013,DeepScena+Harmony,DeepScena+Harmony,ARI,0.5233221386093952
Rare Specific + Harmony,Human testis GSE112013,DeepScena+Harmony,DeepScena+Harmony,Batch correction,0.7115506977289328
Rare Specific + Harmony,Human testis GSE112013,DeepScena+Harmony,DeepScena+Harmony,RareACC,0.4890738813735692
Rare Specific + Harmony,Human testis GSE112013,DeepScena+Harmony,DeepScena+Harmony,UltraRareACC,0.8928571428571429
Rare Specific + Harmony,Human testis GSE112013,GiniClust+Harmony,GiniClust+Harmony,ACC,0.2172573189522342
Rare Specific + Harmony,Human testis GSE112013,GiniClust+Harmony,GiniClust+Harmony,ARI,0.0426811935236182
Rare Specific + Harmony,Human testis GSE112013,GiniClust+Harmony,GiniClust+Harmony,Batch correction,0.7773724197750119
Rare Specific + Harmony,Human testis GSE112013,GiniClust+Harmony,GiniClust+Harmony,RareACC,0.1103017689906347
Rare Specific + Harmony,Human testis GSE112013,GiniClust+Harmony,GiniClust+Harmony,UltraRareACC,0.0
Rare Specific + Harmony,Human testis GSE112013,scAIDE+Harmony,scAIDE+Harmony,ACC,0.7046224961479198
Rare Specific + Harmony,Human testis GSE112013,scAIDE+Harmony,scAIDE+Harmony,ARI,0.5986653786856887
Rare Specific + Harmony,Human testis GSE112013,scAIDE+Harmony,scAIDE+Harmony,Batch correction,0.7228910718007686
Rare Specific + Harmony,Human testis GSE112013,scAIDE+Harmony,scAIDE+Harmony,RareACC,0.813735691987513
Rare Specific + Harmony,Human testis GSE112013,scAIDE+Harmony,scAIDE+Harmony,UltraRareACC,0.9285714285714286
Rare Specific + Harmony,Human testis GSE112013,scCAD+Harmony,scCAD+Harmony,ACC,0.3151001540832049
Rare Specific + Harmony,Human testis GSE112013,scCAD+Harmony,scCAD+Harmony,ARI,0.3990881900976668
Rare Specific + Harmony,Human testis GSE112013,scCAD+Harmony,scCAD+Harmony,Batch correction,0.7771422703859471
Rare Specific + Harmony,Human testis GSE112013,scCAD+Harmony,scCAD+Harmony,RareACC,0.291363163371488
Rare Specific + Harmony,Human testis GSE112013,scCAD+Harmony,scCAD+Harmony,UltraRareACC,0.5714285714285714
Rare Specific + Harmony,Human testis GSE112013,scRAW,scRAW (trial_0017),ACC,0.7178736517719568
Rare Specific + Harmony,Human testis GSE112013,scRAW,scRAW (trial_0017),ARI,0.6107002323051303
Rare Specific + Harmony,Human testis GSE112013,scRAW,scRAW (trial_0017),Batch correction,0.7303536766041685
Rare Specific + Harmony,Human testis GSE112013,scRAW,scRAW (trial_0017),RareACC,0.9667013527575442
Rare Specific + Harmony,Human testis GSE112013,scRAW,scRAW (trial_0017),UltraRareACC,0.6428571428571429
Rare Specific + Harmony,Kang PBMC,CellSIUS+Harmony,CellSIUS+Harmony,ACC,0.7312922400455989
Rare Specific + Harmony,Kang PBMC,CellSIUS+Harmony,CellSIUS+Harmony,ARI,0.7447439585570943
Rare Specific + Harmony,Kang PBMC,CellSIUS+Harmony,CellSIUS+Harmony,Batch correction,0.6641711975930193
Rare Specific + Harmony,Kang PBMC,CellSIUS+Harmony,CellSIUS+Harmony,RareACC,0.4375
Rare Specific + Harmony,Kang PBMC,CellSIUS+Harmony,CellSIUS+Harmony,UltraRareACC,0.7884615384615384
Rare Specific + Harmony,Kang PBMC,DeepScena+Harmony,DeepScena+Harmony,ACC,0.771911341626484
Rare Specific + Harmony,Kang PBMC,DeepScena+Harmony,DeepScena+Harmony,ARI,0.7423900054180551
Rare Specific + Harmony,Kang PBMC,DeepScena+Harmony,DeepScena+Harmony,Batch correction,0.6019836608363122
Rare Specific + Harmony,Kang PBMC,DeepScena+Harmony,DeepScena+Harmony,RareACC,0.4884393063583815
Rare Specific + Harmony,Kang PBMC,DeepScena+Harmony,DeepScena+Harmony,UltraRareACC,
Rare Specific + Harmony,Kang PBMC,GiniClust+Harmony,GiniClust+Harmony,ACC,0.4205276443286377
Rare Specific + Harmony,Kang PBMC,GiniClust+Harmony,GiniClust+Harmony,ARI,0.0519078632910351
Rare Specific + Harmony,Kang PBMC,GiniClust+Harmony,GiniClust+Harmony,Batch correction,0.6641642337890565
Rare Specific + Harmony,Kang PBMC,GiniClust+Harmony,GiniClust+Harmony,RareACC,0.00625
Rare Specific + Harmony,Kang PBMC,GiniClust+Harmony,GiniClust+Harmony,UltraRareACC,0.0
Rare Specific + Harmony,Kang PBMC,scAIDE+Harmony,scAIDE+Harmony,ACC,0.8334826154221969
Rare Specific + Harmony,Kang PBMC,scAIDE+Harmony,scAIDE+Harmony,ARI,0.8157030864765875
Rare Specific + Harmony,Kang PBMC,scAIDE+Harmony,scAIDE+Harmony,Batch correction,0.5725411542624073
Rare Specific + Harmony,Kang PBMC,scAIDE+Harmony,scAIDE+Harmony,RareACC,0.440625
Rare Specific + Harmony,Kang PBMC,scAIDE+Harmony,scAIDE+Harmony,UltraRareACC,0.0576923076923076
Rare Specific + Harmony,Kang PBMC,scCAD+Harmony,scCAD+Harmony,ACC,0.4081508020519501
Rare Specific + Harmony,Kang PBMC,scCAD+Harmony,scCAD+Harmony,ARI,0.4276674551464887
Rare Specific + Harmony,Kang PBMC,scCAD+Harmony,scCAD+Harmony,Batch correction,0.6631010141397811
Rare Specific + Harmony,Kang PBMC,scCAD+Harmony,scCAD+Harmony,RareACC,0.2203125
Rare Specific + Harmony,Kang PBMC,scCAD+Harmony,scCAD+Harmony,UltraRareACC,0.2740384615384615
Rare Specific + Harmony,Kang PBMC,scRAW,scRAW (trial_0017),ACC,0.7057650028499308
Rare Specific + Harmony,Kang PBMC,scRAW,scRAW (trial_0017),ARI,0.5459843343891061
Rare Specific + Harmony,Kang PBMC,scRAW,scRAW (trial_0017),Batch correction,0.6843171205513716
Rare Specific + Harmony,Kang PBMC,scRAW,scRAW (trial_0017),RareACC,0.678125
Rare Specific + Harmony,Kang PBMC,scRAW,scRAW (trial_0017),UltraRareACC,0.8173076923076923
Rare Specific + Harmony,Macaque retina bipolar,CellSIUS+Harmony,CellSIUS+Harmony,ACC,0.9668668734736982
Rare Specific + Harmony,Macaque retina bipolar,CellSIUS+Harmony,CellSIUS+Harmony,ARI,0.9433360476522862
Rare Specific + Harmony,Macaque retina bipolar,CellSIUS+Harmony,CellSIUS+Harmony,Batch correction,0.6676720852553819
Rare Specific + Harmony,Macaque retina bipolar,CellSIUS+Harmony,CellSIUS+Harmony,RareACC,0.9294554455445544
Rare Specific + Harmony,Macaque retina bipolar,CellSIUS+Harmony,CellSIUS+Harmony,UltraRareACC,0.0068027210884353
Rare Specific + Harmony,Macaque retina bipolar,DeepScena+Harmony,DeepScena+Harmony,ACC,0.5696983697445713
Rare Specific + Harmony,Macaque retina bipolar,DeepScena+Harmony,DeepScena+Harmony,ARI,0.5177098583678095
Rare Specific + Harmony,Macaque retina bipolar,DeepScena+Harmony,DeepScena+Harmony,Batch correction,0.6000199009375379
Rare Specific + Harmony,Macaque retina bipolar,DeepScena+Harmony,DeepScena+Harmony,RareACC,0.3518976897689769
Rare Specific + Harmony,Macaque retina bipolar,DeepScena+Harmony,DeepScena+Harmony,UltraRareACC,0.0
Rare Specific + Harmony,Macaque retina bipolar,GiniClust+Harmony,GiniClust+Harmony,ACC,0.2203154907266847
Rare Specific + Harmony,Macaque retina bipolar,GiniClust+Harmony,GiniClust+Harmony,ARI,0.0231803810422315
Rare Specific + Harmony,Macaque retina bipolar,GiniClust+Harmony,GiniClust+Harmony,Batch correction,0.6656091029026588
Rare Specific + Harmony,Macaque retina bipolar,GiniClust+Harmony,GiniClust+Harmony,RareACC,0.0383663366336633
Rare Specific + Harmony,Macaque retina bipolar,GiniClust+Harmony,GiniClust+Harmony,UltraRareACC,0.0
Rare Specific + Harmony,Macaque retina bipolar,scAIDE+Harmony,scAIDE+Harmony,ACC,0.98448947264207
Rare Specific + Harmony,Macaque retina bipolar,scAIDE+Harmony,scAIDE+Harmony,ARI,0.9736990987683972
Rare Specific + Harmony,Macaque retina bipolar,scAIDE+Harmony,scAIDE+Harmony,Batch correction,0.5397389851587302
Rare Specific + Harmony,Macaque retina bipolar,scAIDE+Harmony,scAIDE+Harmony,RareACC,0.9554455445544554
Rare Specific + Harmony,Macaque retina bipolar,scAIDE+Harmony,scAIDE+Harmony,UltraRareACC,0.8775510204081632
Rare Specific + Harmony,Macaque retina bipolar,scCAD+Harmony,scCAD+Harmony,ACC,0.5600290409873936
Rare Specific + Harmony,Macaque retina bipolar,scCAD+Harmony,scCAD+Harmony,ARI,0.4250527897674626
Rare Specific + Harmony,Macaque retina bipolar,scCAD+Harmony,scCAD+Harmony,Batch correction,0.6692771465073983
Rare Specific + Harmony,Macaque retina bipolar,scCAD+Harmony,scCAD+Harmony,RareACC,0.6497524752475248
Rare Specific + Harmony,Macaque retina bipolar,scCAD+Harmony,scCAD+Harmony,UltraRareACC,0.6666666666666666
Rare Specific + Harmony,Macaque retina bipolar,scRAW,scRAW (trial_0017),ACC,0.9366708468087916
Rare Specific + Harmony,Macaque retina bipolar,scRAW,scRAW (trial_0017),ARI,0.9244654129213528
Rare Specific + Harmony,Macaque retina bipolar,scRAW,scRAW (trial_0017),Batch correction,0.6374791031394675
Rare Specific + Harmony,Macaque retina bipolar,scRAW,scRAW (trial_0017),RareACC,0.957920792079208
Rare Specific + Harmony,Macaque retina bipolar,scRAW,scRAW (trial_0017),UltraRareACC,0.6802721088435374
Rare Specific + Harmony,Paul15 bone marrow,CellSIUS+Harmony,CellSIUS+Harmony,ACC,0.4875457875457875
Rare Specific + Harmony,Paul15 bone marrow,CellSIUS+Harmony,CellSIUS+Harmony,ARI,0.3405759360259529
Rare Specific + Harmony,Paul15 bone marrow,CellSIUS+Harmony,CellSIUS+Harmony,Batch correction,
Rare Specific + Harmony,Paul15 bone marrow,CellSIUS+Harmony,CellSIUS+Harmony,RareACC,0.3289760348583878
Rare Specific + Harmony,Paul15 bone marrow,CellSIUS+Harmony,CellSIUS+Harmony,UltraRareACC,0.5806451612903226
Rare Specific + Harmony,Paul15 bone marrow,DeepScena+Harmony,DeepScena+Harmony,ACC,0.3344322344322344
Rare Specific + Harmony,Paul15 bone marrow,DeepScena+Harmony,DeepScena+Harmony,ARI,0.2215467160025622
Rare Specific + Harmony,Paul15 bone marrow,DeepScena+Harmony,DeepScena+Harmony,Batch correction,
Rare Specific + Harmony,Paul15 bone marrow,DeepScena+Harmony,DeepScena+Harmony,RareACC,0.2091503267973856
Rare Specific + Harmony,Paul15 bone marrow,DeepScena+Harmony,DeepScena+Harmony,UltraRareACC,0.0967741935483871
Rare Specific + Harmony,Paul15 bone marrow,GiniClust+Harmony,GiniClust+Harmony,ACC,0.1534798534798535
Rare Specific + Harmony,Paul15 bone marrow,GiniClust+Harmony,GiniClust+Harmony,ARI,0.0071314773024026
Rare Specific + Harmony,Paul15 bone marrow,GiniClust+Harmony,GiniClust+Harmony,Batch correction,
Rare Specific + Harmony,Paul15 bone marrow,GiniClust+Harmony,GiniClust+Harmony,RareACC,0.008714596949891
Rare Specific + Harmony,Paul15 bone marrow,GiniClust+Harmony,GiniClust+Harmony,UltraRareACC,0.0
Rare Specific + Harmony,Paul15 bone marrow,scAIDE+Harmony,scAIDE+Harmony,ACC,0.4761904761904761
Rare Specific + Harmony,Paul15 bone marrow,scAIDE+Harmony,scAIDE+Harmony,ARI,0.3357354846512752
Rare Specific + Harmony,Paul15 bone marrow,scAIDE+Harmony,scAIDE+Harmony,Batch correction,
Rare Specific + Harmony,Paul15 bone marrow,scAIDE+Harmony,scAIDE+Harmony,RareACC,0.3790849673202614
Rare Specific + Harmony,Paul15 bone marrow,scAIDE+Harmony,scAIDE+Harmony,UltraRareACC,0.1935483870967742
Rare Specific + Harmony,Paul15 bone marrow,scCAD+Harmony,scCAD+Harmony,ACC,0.2871794871794871
Rare Specific + Harmony,Paul15 bone marrow,scCAD+Harmony,scCAD+Harmony,ARI,0.2243167105067877
Rare Specific + Harmony,Paul15 bone marrow,scCAD+Harmony,scCAD+Harmony,Batch correction,
Rare Specific + Harmony,Paul15 bone marrow,scCAD+Harmony,scCAD+Harmony,RareACC,0.2788671023965142
Rare Specific + Harmony,Paul15 bone marrow,scCAD+Harmony,scCAD+Harmony,UltraRareACC,0.6774193548387096
Rare Specific + Harmony,Paul15 bone marrow,scRAW,scRAW (trial_0017),ACC,0.4161172161172161
Rare Specific + Harmony,Paul15 bone marrow,scRAW,scRAW (trial_0017),ARI,0.2832245907007426
Rare Specific + Harmony,Paul15 bone marrow,scRAW,scRAW (trial_0017),Batch correction,
Rare Specific + Harmony,Paul15 bone marrow,scRAW,scRAW (trial_0017),RareACC,0.1263616557734204
Rare Specific + Harmony,Paul15 bone marrow,scRAW,scRAW (trial_0017),UltraRareACC,0.0
Rare Specific + Harmony,Tabula Muris liver,CellSIUS+Harmony,CellSIUS+Harmony,ACC,0.4966771598461
Rare Specific + Harmony,Tabula Muris liver,CellSIUS+Harmony,CellSIUS+Harmony,ARI,0.3648315181321307
Rare Specific + Harmony,Tabula Muris liver,CellSIUS+Harmony,CellSIUS+Harmony,Batch correction,
Rare Specific + Harmony,Tabula Muris liver,CellSIUS+Harmony,CellSIUS+Harmony,RareACC,0.5426008968609866
Rare Specific + Harmony,Tabula Muris liver,CellSIUS+Harmony,CellSIUS+Harmony,UltraRareACC,
Rare Specific + Harmony,Tabula Muris liver,DeepScena+Harmony,DeepScena+Harmony,ACC,0.6309898565932144
Rare Specific + Harmony,Tabula Muris liver,DeepScena+Harmony,DeepScena+Harmony,ARI,0.5662712802499567
Rare Specific + Harmony,Tabula Muris liver,DeepScena+Harmony,DeepScena+Harmony,Batch correction,
Rare Specific + Harmony,Tabula Muris liver,DeepScena+Harmony,DeepScena+Harmony,RareACC,0.2914798206278027
Rare Specific + Harmony,Tabula Muris liver,DeepScena+Harmony,DeepScena+Harmony,UltraRareACC,
Rare Specific + Harmony,Tabula Muris liver,GiniClust+Harmony,GiniClust+Harmony,ACC,0.3871983210912906
Rare Specific + Harmony,Tabula Muris liver,GiniClust+Harmony,GiniClust+Harmony,ARI,0.1030496281895809
Rare Specific + Harmony,Tabula Muris liver,GiniClust+Harmony,GiniClust+Harmony,Batch correction,
Rare Specific + Harmony,Tabula Muris liver,GiniClust+Harmony,GiniClust+Harmony,RareACC,0.0807174887892376
Rare Specific + Harmony,Tabula Muris liver,GiniClust+Harmony,GiniClust+Harmony,UltraRareACC,
Rare Specific + Harmony,Tabula Muris liver,scAIDE+Harmony,scAIDE+Harmony,ACC,0.7198321091290661
Rare Specific + Harmony,Tabula Muris liver,scAIDE+Harmony,scAIDE+Harmony,ARI,0.6465276629240934
Rare Specific + Harmony,Tabula Muris liver,scAIDE+Harmony,scAIDE+Harmony,Batch correction,
Rare Specific + Harmony,Tabula Muris liver,scAIDE+Harmony,scAIDE+Harmony,RareACC,0.1345291479820627
Rare Specific + Harmony,Tabula Muris liver,scAIDE+Harmony,scAIDE+Harmony,UltraRareACC,
Rare Specific + Harmony,Tabula Muris liver,scCAD+Harmony,scCAD+Harmony,ACC,0.4008394543546694
Rare Specific + Harmony,Tabula Muris liver,scCAD+Harmony,scCAD+Harmony,ARI,0.4429350003113112
Rare Specific + Harmony,Tabula Muris liver,scCAD+Harmony,scCAD+Harmony,Batch correction,
Rare Specific + Harmony,Tabula Muris liver,scCAD+Harmony,scCAD+Harmony,RareACC,0.4080717488789238
Rare Specific + Harmony,Tabula Muris liver,scCAD+Harmony,scCAD+Harmony,UltraRareACC,
Rare Specific + Harmony,Tabula Muris liver,scRAW,scRAW (trial_0017),ACC,0.745715285064708
Rare Specific + Harmony,Tabula Muris liver,scRAW,scRAW (trial_0017),ARI,0.6827909308919632
Rare Specific + Harmony,Tabula Muris liver,scRAW,scRAW (trial_0017),Batch correction,
Rare Specific + Harmony,Tabula Muris liver,scRAW,scRAW (trial_0017),RareACC,0.3228699551569506
Rare Specific + Harmony,Tabula Muris liver,scRAW,scRAW (trial_0017),UltraRareACC,
