family,dataset,method,source_method,ARI,ACC,BalancedACC,RareACC,BalancedRareACC,UltraRareACC,Batch correction
Rare Specific + Harmony,BBAG094 Zeisel,GiniClust+Harmony,GiniClust+Harmony,0.0356671566103591,0.2967398536260812,0.1257684578978887,0.1243243243243243,0.0705847723704866,0.037037037037037,0.2704940792731423
Rare Specific + Harmony,BBAG094 spleen,GiniClust+Harmony,GiniClust+Harmony,0.1407501351877176,0.6734715242881072,0.2305154367489717,0.0788043478260869,0.049615668356298,0.0238095238095238,0.7904961890868473
Rare Specific + Harmony,Baron human pancreas,GiniClust+Harmony,GiniClust+Harmony,0.0518010893412266,0.3097210876414984,0.2078240930135974,0.0757855822550831,0.1913729573263474,0.576271186440678,0.7300979961667607
Rare Specific + Harmony,Human testis GSE112013,GiniClust+Harmony,GiniClust+Harmony,0.0426811935236182,0.2172573189522342,0.1311605229378539,0.1103017689906347,0.0900669642857142,0.0,0.7773724197750119
Rare Specific + Harmony,Kang PBMC,GiniClust+Harmony,GiniClust+Harmony,0.0519078632910351,0.4205276443286377,0.1458077086048332,0.00625,0.0046296296296296,0.0,0.6641642337890565
Rare Specific + Harmony,Macaque retina bipolar,GiniClust+Harmony,GiniClust+Harmony,0.0231803810422315,0.2203154907266847,0.1167947424548091,0.0383663366336633,0.0353744389120293,0.0,0.6656091029026588
Rare Specific + Harmony,Paul15 bone marrow,GiniClust+Harmony,GiniClust+Harmony,0.0071314773024026,0.1534798534798535,0.0708118368276928,0.008714596949891,0.0104364326375711,0.0,
Rare Specific + Harmony,Tabula Muris liver,GiniClust+Harmony,GiniClust+Harmony,0.1030496281895809,0.3871983210912906,0.1950774077481865,0.0807174887892376,0.12,,
Rare Specific + Harmony,BBAG094 Zeisel,DeepScena+Harmony,DeepScena+Harmony,0.1169464487134897,0.3629407850964737,0.2798846752894466,0.3243243243243243,0.2511708529565673,0.3703703703703703,0.3294525908181873
Rare Specific + Harmony,BBAG094 spleen,DeepScena+Harmony,DeepScena+Harmony,0.4865292226243417,0.6789154103852596,0.7547413824980496,0.9198369565217392,0.7410714285714285,0.2857142857142857,0.8221093304244795
Rare Specific + Harmony,Baron human pancreas,DeepScena+Harmony,DeepScena+Harmony,0.4398133240419012,0.5524565293499825,0.459216959443962,0.6737523105360443,0.4249083111765154,0.4661016949152542,0.6805634429886883
Rare Specific + Harmony,Human testis GSE112013,DeepScena+Harmony,DeepScena+Harmony,0.5233221386093952,0.5953775038520801,0.635668175431172,0.4890738813735692,0.5712653507719703,0.8928571428571429,0.7115506977289328
Rare Specific + Harmony,Kang PBMC,DeepScena+Harmony,DeepScena+Harmony,0.7423900054180551,0.771911341626484,0.6276705576016904,0.4884393063583815,0.4317841880341881,,0.6019836608363122
Rare Specific + Harmony,Macaque retina bipolar,DeepScena+Harmony,DeepScena+Harmony,0.5177098583678095,0.5696983697445713,0.4848552034569919,0.3518976897689769,0.2262672921116521,0.0,0.6000199009375379
Rare Specific + Harmony,Paul15 bone marrow,DeepScena+Harmony,DeepScena+Harmony,0.2215467160025622,0.3344322344322344,0.3064754338333573,0.2091503267973856,0.2388939306437863,0.0967741935483871,
Rare Specific + Harmony,Tabula Muris liver,DeepScena+Harmony,DeepScena+Harmony,0.5662712802499567,0.6309898565932144,0.5361290141381093,0.2914798206278027,0.3663492063492064,,
Rare Specific + Harmony,BBAG094 Zeisel,CellSIUS+Harmony,CellSIUS+Harmony,0.4403368436097381,0.5226214238190287,0.4629117344030099,0.4540540540540541,0.5661172161172161,0.2962962962962963,0.2704942051051702
Rare Specific + Harmony,BBAG094 spleen,CellSIUS+Harmony,CellSIUS+Harmony,0.5578351094230187,0.7630862646566164,0.8035727041230935,0.5625,0.7679472763618191,1.0,0.7854376480339428
