family,dataset,method,source_method,metric,value
Méthodes généralistes,Human testis GSE112013,scRAW,scRAW (trial_0017),Batch correction,0.7303536766041685
Méthodes généralistes,Human testis GSE112013,scRAW,scRAW (trial_0017),RareACC,0.9667013527575442
Méthodes généralistes,Human testis GSE112013,scRAW,scRAW (trial_0017),UltraRareACC,0.6428571428571429
Méthodes généralistes,Human testis GSE112013,scVI,scvi,ACC,0.725115562403698
Méthodes généralistes,Human testis GSE112013,scVI,scvi,ARI,0.5938167523297926
Méthodes généralistes,Human testis GSE112013,scVI,scvi,Batch correction,0.7754604613797713
Méthodes généralistes,Human testis GSE112013,scVI,scvi,RareACC,0.9146722164412072
Méthodes généralistes,Human testis GSE112013,scVI,scvi,UltraRareACC,0.0
Méthodes généralistes,Kang PBMC,PCA+Leiden,pca_leiden,ACC,0.7536438400781695
Méthodes généralistes,Kang PBMC,PCA+Leiden,pca_leiden,ARI,0.7744139506266788
Méthodes généralistes,Kang PBMC,PCA+Leiden,pca_leiden,Batch correction,0.7261262096182571
Méthodes généralistes,Kang PBMC,PCA+Leiden,pca_leiden,RareACC,0.33125
Méthodes généralistes,Kang PBMC,PCA+Leiden,pca_leiden,UltraRareACC,0.5625
Méthodes généralistes,Kang PBMC,scMAE,scMAE,ACC,0.7444019216676167
Méthodes généralistes,Kang PBMC,scMAE,scMAE,ARI,0.7791335568686983
Méthodes généralistes,Kang PBMC,scMAE,scMAE,Batch correction,0.5612853889732877
Méthodes généralistes,Kang PBMC,scMAE,scMAE,RareACC,0.215625
Méthodes généralistes,Kang PBMC,scMAE,scMAE,UltraRareACC,0.0432692307692307
Méthodes généralistes,Kang PBMC,scNAME,scNAME,ACC,0.74664115300057
Méthodes généralistes,Kang PBMC,scNAME,scNAME,ARI,0.7514762274164204
Méthodes généralistes,Kang PBMC,scNAME,scNAME,Batch correction,0.5453904486138368
Méthodes généralistes,Kang PBMC,scNAME,scNAME,RareACC,0.003125
Méthodes généralistes,Kang PBMC,scNAME,scNAME,UltraRareACC,0.0
Méthodes généralistes,Kang PBMC,scRAW,scRAW (trial_0017),ACC,0.7057650028499308
Méthodes généralistes,Kang PBMC,scRAW,scRAW (trial_0017),ARI,0.5459843343891061
Méthodes généralistes,Kang PBMC,scRAW,scRAW (trial_0017),Batch correction,0.6843171205513716
Méthodes généralistes,Kang PBMC,scRAW,scRAW (trial_0017),RareACC,0.678125
Méthodes généralistes,Kang PBMC,scRAW,scRAW (trial_0017),UltraRareACC,0.8173076923076923
Méthodes généralistes,Kang PBMC,scVI,scvi,ACC,0.8142903645833334
Méthodes généralistes,Kang PBMC,scVI,scvi,ARI,0.8047318184810032
Méthodes généralistes,Kang PBMC,scVI,scvi,Batch correction,0.6617871605130773
Méthodes généralistes,Kang PBMC,scVI,scvi,RareACC,0.1576506955177743
Méthodes généralistes,Kang PBMC,scVI,scvi,UltraRareACC,0.0372093023255813
Méthodes généralistes,Macaque retina bipolar,PCA+Leiden,pca_leiden,ACC,0.524552834796383
Méthodes généralistes,Macaque retina bipolar,PCA+Leiden,pca_leiden,ARI,0.4966672240383485
Méthodes généralistes,Macaque retina bipolar,PCA+Leiden,pca_leiden,Batch correction,0.5095256903957548
Méthodes généralistes,Macaque retina bipolar,PCA+Leiden,pca_leiden,RareACC,0.9253300330033004
Méthodes généralistes,Macaque retina bipolar,PCA+Leiden,pca_leiden,UltraRareACC,0.0340136054421768
Méthodes généralistes,Macaque retina bipolar,scMAE,scMAE,ACC,0.8129166391657316
Méthodes généralistes,Macaque retina bipolar,scMAE,scMAE,ARI,0.8009215039657596
Méthodes généralistes,Macaque retina bipolar,scMAE,scMAE,Batch correction,0.3820249376532039
Méthodes généralistes,Macaque retina bipolar,scMAE,scMAE,RareACC,0.9146039603960396
Méthodes généralistes,Macaque retina bipolar,scMAE,scMAE,UltraRareACC,0.0
Méthodes généralistes,Macaque retina bipolar,scNAME,scNAME,ACC,0.6006864233383935
Méthodes généralistes,Macaque retina bipolar,scNAME,scNAME,ARI,0.5560008671856864
Méthodes généralistes,Macaque retina bipolar,scNAME,scNAME,Batch correction,0.3658574137446598
Méthodes généralistes,Macaque retina bipolar,scNAME,scNAME,RareACC,0.6514026402640264
Méthodes généralistes,Macaque retina bipolar,scNAME,scNAME,UltraRareACC,0.0068027210884353
Méthodes généralistes,Macaque retina bipolar,scRAW,scRAW (trial_0017),ACC,0.9366708468087916
Méthodes généralistes,Macaque retina bipolar,scRAW,scRAW (trial_0017),ARI,0.9244654129213528
Méthodes généralistes,Macaque retina bipolar,scRAW,scRAW (trial_0017),Batch correction,0.6374791031394675
Méthodes généralistes,Macaque retina bipolar,scRAW,scRAW (trial_0017),RareACC,0.957920792079208
Méthodes généralistes,Macaque retina bipolar,scRAW,scRAW (trial_0017),UltraRareACC,0.6802721088435374
Méthodes généralistes,Macaque retina bipolar,scVI,scvi,ACC,0.973467097881328
Méthodes généralistes,Macaque retina bipolar,scVI,scvi,ARI,0.9654759305347524
Méthodes généralistes,Macaque retina bipolar,scVI,scvi,Batch correction,0.6828404179136567
Méthodes généralistes,Macaque retina bipolar,scVI,scvi,RareACC,0.9179042904290428
Méthodes généralistes,Macaque retina bipolar,scVI,scvi,UltraRareACC,0.0
Méthodes généralistes,Paul15 bone marrow,PCA+Leiden,pca_leiden,ACC,0.4725274725274725
Méthodes généralistes,Paul15 bone marrow,PCA+Leiden,pca_leiden,ARI,0.3114619501326496
Méthodes généralistes,Paul15 bone marrow,PCA+Leiden,pca_leiden,Batch correction,
Méthodes généralistes,Paul15 bone marrow,PCA+Leiden,pca_leiden,RareACC,0.2265795206971677
Méthodes généralistes,Paul15 bone marrow,PCA+Leiden,pca_leiden,UltraRareACC,0.0
Méthodes généralistes,Paul15 bone marrow,scMAE,scMAE,ACC,0.5113553113553113
Méthodes généralistes,Paul15 bone marrow,scMAE,scMAE,ARI,0.3855814252211918
Méthodes généralistes,Paul15 bone marrow,scMAE,scMAE,Batch correction,
Méthodes généralistes,Paul15 bone marrow,scMAE,scMAE,RareACC,0.4335511982570806
Méthodes généralistes,Paul15 bone marrow,scMAE,scMAE,UltraRareACC,0.7419354838709677
Méthodes généralistes,Paul15 bone marrow,scNAME,scNAME,ACC,0.4919413919413919
Méthodes généralistes,Paul15 bone marrow,scNAME,scNAME,ARI,0.3592682758043509
Méthodes généralistes,Paul15 bone marrow,scNAME,scNAME,Batch correction,
Méthodes généralistes,Paul15 bone marrow,scNAME,scNAME,RareACC,0.4248366013071895
Méthodes généralistes,Paul15 bone marrow,scNAME,scNAME,UltraRareACC,0.032258064516129
Méthodes généralistes,Paul15 bone marrow,scRAW,scRAW (trial_0017),ACC,0.4161172161172161
Méthodes généralistes,Paul15 bone marrow,scRAW,scRAW (trial_0017),ARI,0.2832245907007426
Méthodes généralistes,Paul15 bone marrow,scRAW,scRAW (trial_0017),Batch correction,
Méthodes généralistes,Paul15 bone marrow,scRAW,scRAW (trial_0017),RareACC,0.1263616557734204
Méthodes généralistes,Paul15 bone marrow,scRAW,scRAW (trial_0017),UltraRareACC,0.0
Méthodes généralistes,Paul15 bone marrow,scVI,scvi,ACC,0.4029304029304029
Méthodes généralistes,Paul15 bone marrow,scVI,scvi,ARI,0.2831814817193258
Méthodes généralistes,Paul15 bone marrow,scVI,scvi,Batch correction,
Méthodes généralistes,Paul15 bone marrow,scVI,scvi,RareACC,0.4989106753812636
Méthodes généralistes,Paul15 bone marrow,scVI,scvi,UltraRareACC,0.0
Méthodes généralistes,Tabula Muris liver,PCA+Leiden,pca_leiden,ACC,0.7191325638335082
Méthodes généralistes,Tabula Muris liver,PCA+Leiden,pca_leiden,ARI,0.5543951034735616
Méthodes généralistes,Tabula Muris liver,PCA+Leiden,pca_leiden,Batch correction,
Méthodes généralistes,Tabula Muris liver,PCA+Leiden,pca_leiden,RareACC,0.1345291479820627
Méthodes généralistes,Tabula Muris liver,PCA+Leiden,pca_leiden,UltraRareACC,
Méthodes généralistes,Tabula Muris liver,scMAE,scMAE,ACC,0.60265827212312
Méthodes généralistes,Tabula Muris liver,scMAE,scMAE,ARI,0.4905798474289589
Méthodes généralistes,Tabula Muris liver,scMAE,scMAE,Batch correction,
Méthodes généralistes,Tabula Muris liver,scMAE,scMAE,RareACC,0.1300448430493273
Méthodes généralistes,Tabula Muris liver,scMAE,scMAE,UltraRareACC,
Méthodes généralistes,Tabula Muris liver,scNAME,scNAME,ACC,0.7061909758656874
Méthodes généralistes,Tabula Muris liver,scNAME,scNAME,ARI,0.5891148190905894
Méthodes généralistes,Tabula Muris liver,scNAME,scNAME,Batch correction,
Méthodes généralistes,Tabula Muris liver,scNAME,scNAME,RareACC,0.2690582959641255
Méthodes généralistes,Tabula Muris liver,scNAME,scNAME,UltraRareACC,
Méthodes généralistes,Tabula Muris liver,scRAW,scRAW (trial_0017),ACC,0.745715285064708
Méthodes généralistes,Tabula Muris liver,scRAW,scRAW (trial_0017),ARI,0.6827909308919632
Méthodes généralistes,Tabula Muris liver,scRAW,scRAW (trial_0017),Batch correction,
Méthodes généralistes,Tabula Muris liver,scRAW,scRAW (trial_0017),RareACC,0.3228699551569506
Méthodes généralistes,Tabula Muris liver,scRAW,scRAW (trial_0017),UltraRareACC,
Méthodes généralistes,Tabula Muris liver,scVI,scvi,ACC,0.6876530255334032
Méthodes généralistes,Tabula Muris liver,scVI,scvi,ARI,0.5185440830144872
Méthodes généralistes,Tabula Muris liver,scVI,scvi,Batch correction,
Méthodes généralistes,Tabula Muris liver,scVI,scvi,RareACC,0.1300448430493273
Méthodes généralistes,Tabula Muris liver,scVI,scvi,UltraRareACC,
Rare Specific,BBAG094 Zeisel,CellSIUS,CellSIUS,ACC,0.6250831669993346
Rare Specific,BBAG094 Zeisel,CellSIUS,CellSIUS,ARI,0.5721813494355713
Rare Specific,BBAG094 Zeisel,CellSIUS,CellSIUS,Batch correction,0.3791070390860109
Rare Specific,BBAG094 Zeisel,CellSIUS,CellSIUS,RareACC,0.4864864864864865
Rare Specific,BBAG094 Zeisel,CellSIUS,CellSIUS,UltraRareACC,0.5925925925925926
Rare Specific,BBAG094 Zeisel,DeepScena,DeepScena,ACC,0.5518962075848304
Rare Specific,BBAG094 Zeisel,DeepScena,DeepScena,ARI,0.3161856193622164
Rare Specific,BBAG094 Zeisel,DeepScena,DeepScena,Batch correction,0.4478486727467957
Rare Specific,BBAG094 Zeisel,DeepScena,DeepScena,RareACC,0.7351351351351352
Rare Specific,BBAG094 Zeisel,DeepScena,DeepScena,UltraRareACC,0.0
Rare Specific,BBAG094 Zeisel,GiniClust,GiniClust,ACC,0.2967398536260812
Rare Specific,BBAG094 Zeisel,GiniClust,GiniClust,ARI,0.0356671566103591
Rare Specific,BBAG094 Zeisel,GiniClust,GiniClust,Batch correction,0.3791070390860109
Rare Specific,BBAG094 Zeisel,GiniClust,GiniClust,RareACC,0.1243243243243243
Rare Specific,BBAG094 Zeisel,GiniClust,GiniClust,UltraRareACC,0.037037037037037
Rare Specific,BBAG094 Zeisel,scAIDE,scAIDE,ACC,0.8349966733200266
Rare Specific,BBAG094 Zeisel,scAIDE,scAIDE,ARI,0.6955293827796469
Rare Specific,BBAG094 Zeisel,scAIDE,scAIDE,Batch correction,0.3563781659048055
Rare Specific,BBAG094 Zeisel,scAIDE,scAIDE,RareACC,0.8108108108108109
Rare Specific,BBAG094 Zeisel,scAIDE,scAIDE,UltraRareACC,0.6666666666666666
Rare Specific,BBAG094 Zeisel,scCAD,scCAD,ACC,0.3426480372588157
Rare Specific,BBAG094 Zeisel,scCAD,scCAD,ARI,0.3575497552887321
Rare Specific,BBAG094 Zeisel,scCAD,scCAD,Batch correction,0.3791070390860109
Rare Specific,BBAG094 Zeisel,scCAD,scCAD,RareACC,0.2810810810810811
Rare Specific,BBAG094 Zeisel,scCAD,scCAD,UltraRareACC,0.5925925925925926
Rare Specific,BBAG094 Zeisel,scRAW,scRAW (trial_0017),ACC,0.6407185628742516
Rare Specific,BBAG094 Zeisel,scRAW,scRAW (trial_0017),ARI,0.4301883295024661
Rare Specific,BBAG094 Zeisel,scRAW,scRAW (trial_0017),Batch correction,0.4000360971162749
Rare Specific,BBAG094 Zeisel,scRAW,scRAW (trial_0017),RareACC,0.6108108108108108
Rare Specific,BBAG094 Zeisel,scRAW,scRAW (trial_0017),UltraRareACC,0.5555555555555556
Rare Specific,BBAG094 spleen,CellSIUS,CellSIUS,ACC,0.6865577889447236
Rare Specific,BBAG094 spleen,CellSIUS,CellSIUS,ARI,0.465211490129131
Rare Specific,BBAG094 spleen,CellSIUS,CellSIUS,Batch correction,0.5635786119930313
Rare Specific,BBAG094 spleen,CellSIUS,CellSIUS,RareACC,0.6942934782608695
Rare Specific,BBAG094 spleen,CellSIUS,CellSIUS,UltraRareACC,1.0
Rare Specific,BBAG094 spleen,DeepScena,DeepScena,ACC,0.7292713567839196
Rare Specific,BBAG094 spleen,DeepScena,DeepScena,ARI,0.5166828129022619
Rare Specific,BBAG094 spleen,DeepScena,DeepScena,Batch correction,0.6454709506622498
Rare Specific,BBAG094 spleen,DeepScena,DeepScena,RareACC,0.9157608695652174
Rare Specific,BBAG094 spleen,DeepScena,DeepScena,UltraRareACC,0.0
Rare Specific,BBAG094 spleen,GiniClust,GiniClust,ACC,0.6734715242881072
Rare Specific,BBAG094 spleen,GiniClust,GiniClust,ARI,0.1407501351877176
Rare Specific,BBAG094 spleen,GiniClust,GiniClust,Batch correction,0.5555178698377947
Rare Specific,BBAG094 spleen,GiniClust,GiniClust,RareACC,0.0788043478260869
Rare Specific,BBAG094 spleen,GiniClust,GiniClust,UltraRareACC,0.0238095238095238
Rare Specific,BBAG094 spleen,scAIDE,scAIDE,ACC,0.9567629815745392
Rare Specific,BBAG094 spleen,scAIDE,scAIDE,ARI,0.9336405125695943
Rare Specific,BBAG094 spleen,scAIDE,scAIDE,Batch correction,0.6896961162538213
Rare Specific,BBAG094 spleen,scAIDE,scAIDE,RareACC,0.6820652173913043
Rare Specific,BBAG094 spleen,scAIDE,scAIDE,UltraRareACC,0.0
Rare Specific,BBAG094 spleen,scCAD,scCAD,ACC,0.5570561139028476
Rare Specific,BBAG094 spleen,scCAD,scCAD,ARI,0.4160899891303404
Rare Specific,BBAG094 spleen,scCAD,scCAD,Batch correction,0.5647690881835075
Rare Specific,BBAG094 spleen,scCAD,scCAD,RareACC,0.264945652173913
Rare Specific,BBAG094 spleen,scCAD,scCAD,UltraRareACC,1.0
Rare Specific,BBAG094 spleen,scRAW,scRAW (trial_0017),ACC,0.8291457286432161
Rare Specific,BBAG094 spleen,scRAW,scRAW (trial_0017),ARI,0.8700744463231944
Rare Specific,BBAG094 spleen,scRAW,scRAW (trial_0017),Batch correction,0.7909291345199329
Rare Specific,BBAG094 spleen,scRAW,scRAW (trial_0017),RareACC,0.5285326086956522
Rare Specific,BBAG094 spleen,scRAW,scRAW (trial_0017),UltraRareACC,0.9761904761904762
Rare Specific,Baron human pancreas,CellSIUS,CellSIUS,ACC,0.7306570194888552
Rare Specific,Baron human pancreas,CellSIUS,CellSIUS,ARI,0.6655984842183298
Rare Specific,Baron human pancreas,CellSIUS,CellSIUS,Batch correction,0.5497402004745524
Rare Specific,Baron human pancreas,CellSIUS,CellSIUS,RareACC,0.7846580406654344
Rare Specific,Baron human pancreas,CellSIUS,CellSIUS,UltraRareACC,0.635593220338983
Rare Specific,Baron human pancreas,DeepScena,DeepScena,ACC,0.6601703816081222
Rare Specific,Baron human pancreas,DeepScena,DeepScena,ARI,0.5721115848745495
Rare Specific,Baron human pancreas,DeepScena,DeepScena,Batch correction,0.601989293980998
Rare Specific,Baron human pancreas,DeepScena,DeepScena,RareACC,0.6062846580406654
Rare Specific,Baron human pancreas,DeepScena,DeepScena,UltraRareACC,0.0
Rare Specific,Baron human pancreas,GiniClust,GiniClust,ACC,0.3097210876414984
Rare Specific,Baron human pancreas,GiniClust,GiniClust,ARI,0.0518010893412266
Rare Specific,Baron human pancreas,GiniClust,GiniClust,Batch correction,0.5497250205305556
Rare Specific,Baron human pancreas,GiniClust,GiniClust,RareACC,0.0757855822550831
Rare Specific,Baron human pancreas,GiniClust,GiniClust,UltraRareACC,0.576271186440678
Rare Specific,Baron human pancreas,scAIDE,scAIDE,ACC,0.749912475201307
Rare Specific,Baron human pancreas,scAIDE,scAIDE,ARI,0.7944032035035324
Rare Specific,Baron human pancreas,scAIDE,scAIDE,Batch correction,0.61426277412671
Rare Specific,Baron human pancreas,scAIDE,scAIDE,RareACC,0.6349353049907579
Rare Specific,Baron human pancreas,scAIDE,scAIDE,UltraRareACC,0.6271186440677966
Rare Specific,Baron human pancreas,scCAD,scCAD,ACC,0.5372855642432023
Rare Specific,Baron human pancreas,scCAD,scCAD,ARI,0.6049868988016032
Rare Specific,Baron human pancreas,scCAD,scCAD,Batch correction,0.549390550124902
Rare Specific,Baron human pancreas,scCAD,scCAD,RareACC,0.3493530499075785
Rare Specific,Baron human pancreas,scCAD,scCAD,UltraRareACC,0.9152542372881356
Rare Specific,Baron human pancreas,scRAW,scRAW (trial_0017),ACC,0.9337145524565292
Rare Specific,Baron human pancreas,scRAW,scRAW (trial_0017),ARI,0.9158965181979905
Rare Specific,Baron human pancreas,scRAW,scRAW (trial_0017),Batch correction,0.5749552605057935
Rare Specific,Baron human pancreas,scRAW,scRAW (trial_0017),RareACC,0.8955637707948244
Rare Specific,Baron human pancreas,scRAW,scRAW (trial_0017),UltraRareACC,0.8135593220338984
Rare Specific,Human testis GSE112013,CellSIUS,CellSIUS,ACC,0.6642526964560863
Rare Specific,Human testis GSE112013,CellSIUS,CellSIUS,ARI,0.5809163003977524
Rare Specific,Human testis GSE112013,CellSIUS,CellSIUS,Batch correction,0.6667543334823619
Rare Specific,Human testis GSE112013,CellSIUS,CellSIUS,RareACC,0.8126951092611863
Rare Specific,Human testis GSE112013,CellSIUS,CellSIUS,UltraRareACC,0.6071428571428571
Rare Specific,Human testis GSE112013,DeepScena,DeepScena,ACC,0.5955315870570108
Rare Specific,Human testis GSE112013,DeepScena,DeepScena,ARI,0.4917144181437786
Rare Specific,Human testis GSE112013,DeepScena,DeepScena,Batch correction,0.7745639644874889
Rare Specific,Human testis GSE112013,DeepScena,DeepScena,RareACC,0.3579604578563995
Rare Specific,Human testis GSE112013,DeepScena,DeepScena,UltraRareACC,0.9642857142857144
Rare Specific,Human testis GSE112013,GiniClust,GiniClust,ACC,0.2172573189522342
Rare Specific,Human testis GSE112013,GiniClust,GiniClust,ARI,0.0426811935236182
Rare Specific,Human testis GSE112013,GiniClust,GiniClust,Batch correction,0.6665141540078618
Rare Specific,Human testis GSE112013,GiniClust,GiniClust,RareACC,0.1103017689906347
Rare Specific,Human testis GSE112013,GiniClust,GiniClust,UltraRareACC,0.0
Rare Specific,Human testis GSE112013,scAIDE,scAIDE,ACC,0.7263482280431433
Rare Specific,Human testis GSE112013,scAIDE,scAIDE,ARI,0.611075044980888
Rare Specific,Human testis GSE112013,scAIDE,scAIDE,Batch correction,0.7822467538882234
Rare Specific,Human testis GSE112013,scAIDE,scAIDE,RareACC,0.8439125910509886
Rare Specific,Human testis GSE112013,scAIDE,scAIDE,UltraRareACC,0.9285714285714286
Rare Specific,Human testis GSE112013,scCAD,scCAD,ACC,0.3151001540832049
Rare Specific,Human testis GSE112013,scCAD,scCAD,ARI,0.3990881900976668
Rare Specific,Human testis GSE112013,scCAD,scCAD,Batch correction,0.6667543334823619
Rare Specific,Human testis GSE112013,scCAD,scCAD,RareACC,0.291363163371488
Rare Specific,Human testis GSE112013,scCAD,scCAD,UltraRareACC,0.5714285714285714
Rare Specific,Human testis GSE112013,scRAW,scRAW (trial_0017),ACC,0.7178736517719568
Rare Specific,Human testis GSE112013,scRAW,scRAW (trial_0017),ARI,0.6107002323051303
Rare Specific,Human testis GSE112013,scRAW,scRAW (trial_0017),Batch correction,0.7303536766041685
Rare Specific,Human testis GSE112013,scRAW,scRAW (trial_0017),RareACC,0.9667013527575442
Rare Specific,Human testis GSE112013,scRAW,scRAW (trial_0017),UltraRareACC,0.6428571428571429
Rare Specific,Kang PBMC,CellSIUS,CellSIUS,ACC,0.7504682029150721
Rare Specific,Kang PBMC,CellSIUS,CellSIUS,ARI,0.7754337594247781
Rare Specific,Kang PBMC,CellSIUS,CellSIUS,Batch correction,0.5233528215257864
Rare Specific,Kang PBMC,CellSIUS,CellSIUS,RareACC,0.19375
Rare Specific,Kang PBMC,CellSIUS,CellSIUS,UltraRareACC,0.5961538461538461
Rare Specific,Kang PBMC,DeepScena,DeepScena,ACC,0.7494225860042951
Rare Specific,Kang PBMC,DeepScena,DeepScena,ARI,0.7727101413307176
Rare Specific,Kang PBMC,DeepScena,DeepScena,Batch correction,0.5043353781506493
Rare Specific,Kang PBMC,DeepScena,DeepScena,RareACC,0.2630057803468208
Rare Specific,Kang PBMC,DeepScena,DeepScena,UltraRareACC,
Rare Specific,Kang PBMC,GiniClust,GiniClust,ACC,0.4205276443286377
Rare Specific,Kang PBMC,GiniClust,GiniClust,ARI,0.0519078632910351
Rare Specific,Kang PBMC,GiniClust,GiniClust,Batch correction,0.5258722051292675
Rare Specific,Kang PBMC,GiniClust,GiniClust,RareACC,0.00625
Rare Specific,Kang PBMC,GiniClust,GiniClust,UltraRareACC,0.0
Rare Specific,Kang PBMC,scAIDE,scAIDE,ACC,0.7320657926878918
Rare Specific,Kang PBMC,scAIDE,scAIDE,ARI,0.8112042439517504
Rare Specific,Kang PBMC,scAIDE,scAIDE,Batch correction,0.5008472926355257
Rare Specific,Kang PBMC,scAIDE,scAIDE,RareACC,0.2203125
Rare Specific,Kang PBMC,scAIDE,scAIDE,UltraRareACC,0.0576923076923076
Rare Specific,Kang PBMC,scCAD,scCAD,ACC,0.4081508020519501
Rare Specific,Kang PBMC,scCAD,scCAD,ARI,0.4276674551464887
Rare Specific,Kang PBMC,scCAD,scCAD,Batch correction,0.5233528215257864
Rare Specific,Kang PBMC,scCAD,scCAD,RareACC,0.2203125
Rare Specific,Kang PBMC,scCAD,scCAD,UltraRareACC,0.2740384615384615
Rare Specific,Kang PBMC,scRAW,scRAW (trial_0017),ACC,0.7057650028499308
Rare Specific,Kang PBMC,scRAW,scRAW (trial_0017),ARI,0.5459843343891061
Rare Specific,Kang PBMC,scRAW,scRAW (trial_0017),Batch correction,0.6843171205513716
Rare Specific,Kang PBMC,scRAW,scRAW (trial_0017),RareACC,0.678125
Rare Specific,Kang PBMC,scRAW,scRAW (trial_0017),UltraRareACC,0.8173076923076923
Rare Specific,Macaque retina bipolar,CellSIUS,CellSIUS,ACC,0.5243548280641542
Rare Specific,Macaque retina bipolar,CellSIUS,CellSIUS,ARI,0.4966767713999813
Rare Specific,Macaque retina bipolar,CellSIUS,CellSIUS,Batch correction,0.5082633237081394
Rare Specific,Macaque retina bipolar,CellSIUS,CellSIUS,RareACC,0.9253300330033004
Rare Specific,Macaque retina bipolar,CellSIUS,CellSIUS,UltraRareACC,0.0204081632653061
Rare Specific,Macaque retina bipolar,DeepScena,DeepScena,ACC,0.2729192792554947
Rare Specific,Macaque retina bipolar,DeepScena,DeepScena,ARI,0.0463661543699029
Rare Specific,Macaque retina bipolar,DeepScena,DeepScena,Batch correction,0.517319398896821
Rare Specific,Macaque retina bipolar,DeepScena,DeepScena,RareACC,0.0255775577557755
Rare Specific,Macaque retina bipolar,DeepScena,DeepScena,UltraRareACC,0.0952380952380952
Rare Specific,Macaque retina bipolar,GiniClust,GiniClust,ACC,0.2203154907266847
Rare Specific,Macaque retina bipolar,GiniClust,GiniClust,ARI,0.0231803810422315
Rare Specific,Macaque retina bipolar,GiniClust,GiniClust,Batch correction,0.5128376800863568
Rare Specific,Macaque retina bipolar,GiniClust,GiniClust,RareACC,0.0383663366336633
Rare Specific,Macaque retina bipolar,GiniClust,GiniClust,UltraRareACC,0.0
Rare Specific,Macaque retina bipolar,scAIDE,scAIDE,ACC,0.8999735991023695
Rare Specific,Macaque retina bipolar,scAIDE,scAIDE,ARI,0.8734328229419214
Rare Specific,Macaque retina bipolar,scAIDE,scAIDE,Batch correction,0.4506611362064868
Rare Specific,Macaque retina bipolar,scAIDE,scAIDE,RareACC,0.9220297029702972
Rare Specific,Macaque retina bipolar,scAIDE,scAIDE,UltraRareACC,0.0068027210884353
Rare Specific,Macaque retina bipolar,scCAD,scCAD,ACC,0.5600290409873936
Rare Specific,Macaque retina bipolar,scCAD,scCAD,ARI,0.4250527897674626
Rare Specific,Macaque retina bipolar,scCAD,scCAD,Batch correction,0.5082633237081394
Rare Specific,Macaque retina bipolar,scCAD,scCAD,RareACC,0.6497524752475248
Rare Specific,Macaque retina bipolar,scCAD,scCAD,UltraRareACC,0.6666666666666666
Rare Specific,Macaque retina bipolar,scRAW,scRAW (trial_0017),ACC,0.9366708468087916
Rare Specific,Macaque retina bipolar,scRAW,scRAW (trial_0017),ARI,0.9244654129213528
Rare Specific,Macaque retina bipolar,scRAW,scRAW (trial_0017),Batch correction,0.6374791031394675
Rare Specific,Macaque retina bipolar,scRAW,scRAW (trial_0017),RareACC,0.957920792079208
Rare Specific,Macaque retina bipolar,scRAW,scRAW (trial_0017),UltraRareACC,0.6802721088435374
Rare Specific,Paul15 bone marrow,CellSIUS,CellSIUS,ACC,0.4875457875457875
Rare Specific,Paul15 bone marrow,CellSIUS,CellSIUS,ARI,0.3405759360259529
Rare Specific,Paul15 bone marrow,CellSIUS,CellSIUS,Batch correction,
Rare Specific,Paul15 bone marrow,CellSIUS,CellSIUS,RareACC,0.3289760348583878
Rare Specific,Paul15 bone marrow,CellSIUS,CellSIUS,UltraRareACC,0.5806451612903226
Rare Specific,Paul15 bone marrow,DeepScena,DeepScena,ACC,0.3157509157509157
Rare Specific,Paul15 bone marrow,DeepScena,DeepScena,ARI,0.2768069073927794
Rare Specific,Paul15 bone marrow,DeepScena,DeepScena,Batch correction,
Rare Specific,Paul15 bone marrow,DeepScena,DeepScena,RareACC,0.1111111111111111
Rare Specific,Paul15 bone marrow,DeepScena,DeepScena,UltraRareACC,0.032258064516129
Rare Specific,Paul15 bone marrow,GiniClust,GiniClust,ACC,0.1534798534798535
Rare Specific,Paul15 bone marrow,GiniClust,GiniClust,ARI,0.0071314773024026
Rare Specific,Paul15 bone marrow,GiniClust,GiniClust,Batch correction,
Rare Specific,Paul15 bone marrow,GiniClust,GiniClust,RareACC,0.008714596949891
Rare Specific,Paul15 bone marrow,GiniClust,GiniClust,UltraRareACC,0.0
Rare Specific,Paul15 bone marrow,scAIDE,scAIDE,ACC,0.4655677655677656
Rare Specific,Paul15 bone marrow,scAIDE,scAIDE,ARI,0.3280714585627989
Rare Specific,Paul15 bone marrow,scAIDE,scAIDE,Batch correction,
Rare Specific,Paul15 bone marrow,scAIDE,scAIDE,RareACC,0.3638344226579521
Rare Specific,Paul15 bone marrow,scAIDE,scAIDE,UltraRareACC,0.2258064516129032
Rare Specific,Paul15 bone marrow,scCAD,scCAD,ACC,0.2871794871794871
Rare Specific,Paul15 bone marrow,scCAD,scCAD,ARI,0.2243167105067877
Rare Specific,Paul15 bone marrow,scCAD,scCAD,Batch correction,
Rare Specific,Paul15 bone marrow,scCAD,scCAD,RareACC,0.2788671023965142
Rare Specific,Paul15 bone marrow,scCAD,scCAD,UltraRareACC,0.6774193548387096
Rare Specific,Paul15 bone marrow,scRAW,scRAW (trial_0017),ACC,0.4161172161172161
Rare Specific,Paul15 bone marrow,scRAW,scRAW (trial_0017),ARI,0.2832245907007426
Rare Specific,Paul15 bone marrow,scRAW,scRAW (trial_0017),Batch correction,
Rare Specific,Paul15 bone marrow,scRAW,scRAW (trial_0017),RareACC,0.1263616557734204
Rare Specific,Paul15 bone marrow,scRAW,scRAW (trial_0017),UltraRareACC,0.0
