family,dataset,method,source_method,ARI,ACC,BalancedACC,RareACC,BalancedRareACC,UltraRareACC,Batch correction
Correction batch,Baron human pancreas,ComBat,ComBat,0.6534719573482087,0.722488038277512,0.7105226460943281,0.8123844731977818,0.6645718172506352,0.788135593220339,0.565611491307011
Correction batch,Human testis GSE112013,ComBat,ComBat,0.5689312456945296,0.6419106317411403,0.6193556486257177,0.6129032258064516,0.4809246582645598,0.0,0.5622311952565553
Correction batch,Kang PBMC,ComBat,ComBat,0.7726902977217358,0.7529703776041666,0.592193029442718,0.3276661514683153,0.3820467269595177,0.5441860465116279,0.7261262096182571
Correction batch,Macaque retina bipolar,ComBat,ComBat,0.97082643273994,0.9850834928387564,0.9719081754748944,0.969059405940594,0.9443944502732472,0.8435374149659864,0.5964707251055555
Correction batch,Paul15 bone marrow,ComBat,ComBat,0.3131819439662315,0.4681318681318681,0.4443013260843063,0.3202614379084967,0.3548923137900946,0.0,
Correction batch,Tabula Muris liver,ComBat,ComBat,0.5543951034735616,0.7191325638335082,0.5733014570131655,0.1345291479820627,0.2,,
Correction batch,BBAG094 Zeisel,DESC,DESC,0.7522691340613057,0.8343313373253493,0.6647736723949901,0.4972972972972973,0.3406593406593407,0.5555555555555556,0.2916884237332118
Correction batch,BBAG094 spleen,DESC,DESC,0.3361022083228794,0.5180067001675042,0.5870449558549969,0.9334239130434784,0.6616379310344828,0.0,0.5420230178008654
Correction batch,Baron human pancreas,DESC,DESC,0.9182154796884484,0.9290465631929048,0.6222480414812186,0.7763401109057301,0.4418486225997963,0.4661016949152542,0.6966085416564778
Correction batch,Human testis GSE112013,DESC,DESC,0.668399343098342,0.8198767334360555,0.7924594091474122,0.8647242455775234,0.6699392100100228,0.0,0.7784449378644452
Correction batch,Kang PBMC,DESC,DESC,0.5329901729502926,0.643310546875,0.5655875305018493,0.2890262751159196,0.4348837209302325,0.8697674418604651,0.7952525456720301
Correction batch,Macaque retina bipolar,DESC,DESC,0.8048055878978411,0.8060524057817966,0.7553245466943022,0.9249174917491748,0.7382724264771939,0.0,0.6661431378497795
Correction batch,Paul15 bone marrow,DESC,DESC,0.2816923202460899,0.358974358974359,0.2958177487591906,0.130718954248366,0.2185185185185185,0.0,
Correction batch,Tabula Muris liver,DESC,DESC,0.700039269062976,0.757607555089192,0.444315213476802,0.0,0.0,,
Correction batch,BBAG094 Zeisel,Scanorama,Scanorama,0.6323066051146811,0.7904191616766467,0.6489228730178531,0.4864864864864865,0.3355572998430141,0.5555555555555556,0.3780963795935355
Correction batch,BBAG094 spleen,Scanorama,Scanorama,0.4483547162442923,0.6413316582914573,0.7656708987548877,0.7989130434782609,0.8936781609195402,1.0,0.5136106612659674
Correction batch,Baron human pancreas,Scanorama,Scanorama,0.620705451463,0.6865445209476018,0.6877896007074608,0.7384473197781886,0.6898361468801244,0.7542372881355932,0.53044876637796
Correction batch,Human testis GSE112013,Scanorama,Scanorama,0.4705710682053854,0.5624036979969184,0.6288233483812332,0.5993756503642039,0.6645358848868701,0.8571428571428571,0.6343596589136683
Correction batch,Kang PBMC,Scanorama,Scanorama,0.7821085126410068,0.7442626953125,0.535215168128151,0.1777434312210201,0.1564653316106804,0.0930232558139534,0.7261262096182571
Correction batch,Macaque retina bipolar,Scanorama,Scanorama,0.3508338377624355,0.3987195564649198,0.4594116351557107,0.6258250825082509,0.6434922350513355,0.7619047619047619,0.343598315990992
Correction batch,Paul15 bone marrow,Scanorama,Scanorama,0.3114619501326496,0.4725274725274725,0.4220902090046565,0.2265795206971677,0.2845632159673905,0.0,
Correction batch,Tabula Muris liver,Scanorama,Scanorama,0.5543951034735616,0.7191325638335082,0.5733014570131655,0.1345291479820627,0.2,,
Correction batch,BBAG094 Zeisel,scVI,scvi,0.5133594314543674,0.7162341982701265,0.6478258705197553,0.6270270270270271,0.4648940345368917,0.5555555555555556,0.4423447401311677
Correction batch,BBAG094 spleen,scVI,scvi,0.5720050774011771,0.7958542713567839,0.9125143151551725,0.9334239130434784,0.9618753123438282,1.0,0.8365897766791757
Correction batch,Baron human pancreas,scVI,scvi,0.6211343823250206,0.7116349632395845,0.6271309826707803,0.9177449168207024,0.5420885951420742,0.4661016949152542,0.6295033373683816
Correction batch,Human testis GSE112013,scVI,scvi,0.5938167523297926,0.725115562403698,0.747900678920652,0.9146722164412072,0.7069520970613951,0.0,0.7754604613797713
Correction batch,Kang PBMC,scVI,scvi,0.8047318184810032,0.8142903645833334,0.5239273572022959,0.1576506955177743,0.127400947459087,0.0372093023255813,0.6617871605130773
Correction batch,Macaque retina bipolar,scVI,scvi,0.9654759305347524,0.973467097881328,0.8909606003488132,0.9179042904290428,0.732801385865171,0.0,0.6828404179136567
Correction batch,Paul15 bone marrow,scVI,scvi,0.2831814817193258,0.4029304029304029,0.440183370089189,0.4989106753812636,0.4542713920404891,0.0,
Correction batch,Tabula Muris liver,scVI,scvi,0.5185440830144872,0.6876530255334032,0.5555620878652687,0.1300448430493273,0.1933333333333333,,
