dataset,algorithm,variant,metric,mean,std,n
kang_pbmc,scDeepCluster,density_only,ARI,0.5634728728076539,0.055699586414649,5
kang_pbmc,scDeepCluster,density_only,BalancedRareACC,0.3420940170940171,0.13539873336171127,5
kang_pbmc,scDeepCluster,density_only,RareACC,0.375,0.1364618121375903,5
kang_pbmc,scDeepCluster,density_only,UltraRareACC,0.248076923076923,0.1374445154325381,5
kang_pbmc,scDeepCluster,density_only_triplet_kmeans,ARI,0.531296666014828,0.1036115213970693,5
kang_pbmc,scDeepCluster,density_only_triplet_kmeans,BalancedRareACC,0.12927350427350429,0.1289484408410576,5
kang_pbmc,scDeepCluster,density_only_triplet_kmeans,RareACC,0.1375,0.1610398642902588,5
kang_pbmc,scDeepCluster,density_only_triplet_kmeans,UltraRareACC,0.1057692307692307,0.0430013072596113,5
kang_pbmc,scDeepCluster,full_kmeans,ARI,0.542501949619589,0.0409274852307185,5
kang_pbmc,scDeepCluster,full_kmeans,BalancedRareACC,0.24038461538461536,0.10383617474275289,5
kang_pbmc,scDeepCluster,full_kmeans,RareACC,0.256875,0.1380785060323474,5
kang_pbmc,scDeepCluster,full_kmeans,UltraRareACC,0.1932692307692307,0.1718506236075957,5
kang_pbmc,scDeepCluster,full_kmeans_triplet,ARI,0.5044933418049451,0.0795568924449339,5
kang_pbmc,scDeepCluster,full_kmeans_triplet,BalancedRareACC,0.12471509971509971,0.12493814786658743,5
kang_pbmc,scDeepCluster,full_kmeans_triplet,RareACC,0.134375,0.1549043618757231,5
kang_pbmc,scDeepCluster,full_kmeans_triplet,UltraRareACC,0.0971153846153846,0.0405673521340942,5
kang_pbmc,scDeepCluster,full_leiden,ARI,0.5753075156125863,0.0792559198051376,5
kang_pbmc,scDeepCluster,full_leiden,BalancedRareACC,0.3165954415954416,0.10005793681608008,5
kang_pbmc,scDeepCluster,full_leiden,RareACC,0.301875,0.1433222235580546,5
kang_pbmc,scDeepCluster,full_leiden,UltraRareACC,0.3586538461538461,0.1201730753843691,5
kang_pbmc,scDeepCluster,full_leiden_triplet,ARI,0.5661572640372589,0.103603306142809,5
kang_pbmc,scDeepCluster,full_leiden_triplet,BalancedRareACC,0.1477920227920228,0.0529690453243491,5
kang_pbmc,scDeepCluster,full_leiden_triplet,RareACC,0.166875,0.0442962549559779,5
kang_pbmc,scDeepCluster,full_leiden_triplet,UltraRareACC,0.0932692307692307,0.1262694416455981,5
kang_pbmc,scMAE,baseline,ARI,0.7861586812294012,0.0059360410510301,5
kang_pbmc,scMAE,baseline,BalancedRareACC,0.24926994301994304,0.11437496134254252,5
kang_pbmc,scMAE,baseline,RareACC,0.2846875,0.0917255374405078,5
kang_pbmc,scMAE,baseline,UltraRareACC,0.148076923076923,0.2289945785642846,5
kang_pbmc,scMAE,density_only,ARI,0.7559190081290958,0.0137214557932324,5
kang_pbmc,scMAE,density_only,BalancedRareACC,0.1576923076923077,0.07689587839893233,5
kang_pbmc,scMAE,density_only,RareACC,0.203125,0.0989816310294491,5
kang_pbmc,scMAE,density_only,UltraRareACC,0.0278846153846153,0.0255306116295226,5
kang_pbmc,scMAE,density_only_triplet_kmeans,ARI,0.5514429554995199,0.0678496695946565,5
kang_pbmc,scMAE,density_only_triplet_kmeans,BalancedRareACC,0.35500356125356125,0.16467118871898084,5
kang_pbmc,scMAE,density_only_triplet_kmeans,RareACC,0.4240624999999999,0.2471482862384948,5
kang_pbmc,scMAE,density_only_triplet_kmeans,UltraRareACC,0.1576923076923077,0.1122572990207405,5
kang_pbmc,scMAE,full_kmeans,ARI,0.7709293936172179,0.0076115218709311,5
kang_pbmc,scMAE,full_kmeans,BalancedRareACC,0.25744301994301994,0.13885793278092248,5
kang_pbmc,scMAE,full_kmeans,RareACC,0.303125,0.1603105202119467,5
kang_pbmc,scMAE,full_kmeans,UltraRareACC,0.1269230769230769,0.2257210258457898,5
kang_pbmc,scMAE,full_kmeans_triplet,ARI,0.5745889430741637,0.0349549628556493,5
kang_pbmc,scMAE,full_kmeans_triplet,BalancedRareACC,0.3766025641025641,0.13535962718361472,5
kang_pbmc,scMAE,full_kmeans_triplet,RareACC,0.47375,0.1855609369671456,5
kang_pbmc,scMAE,full_kmeans_triplet,UltraRareACC,0.0990384615384615,0.0191101989561074,5
kang_pbmc,scMAE,full_leiden,ARI,0.7706166572308929,0.0134450241417645,5
kang_pbmc,scMAE,full_leiden,BalancedRareACC,0.26801994301994303,0.15801716617365186,5
kang_pbmc,scMAE,full_leiden,RareACC,0.305625,0.1703791440710247,5
kang_pbmc,scMAE,full_leiden,UltraRareACC,0.1605769230769231,0.2737979713986425,5
kang_pbmc,scMAE,full_leiden_triplet,ARI,0.6333330070801586,0.1052976672412674,5
kang_pbmc,scMAE,full_leiden_triplet,BalancedRareACC,0.39127492877492875,0.25111117060674587,5
kang_pbmc,scMAE,full_leiden_triplet,RareACC,0.47,0.2607512434054725,5
kang_pbmc,scMAE,full_leiden_triplet,UltraRareACC,0.1663461538461538,0.2815600690531367,5
pancreas,DESC,baseline,ARI,0.5161565178761007,0.0150845433328761,5
pancreas,DESC,baseline,RareACC,0.7359683794466403,0.0760319117776139,5
pancreas,DESC,baseline,UltraRareACC,0.5178378378378379,0.1061580887642592,5
pancreas,DESC,density_only,ARI,0.5206977073841756,0.0114408225826143,5
pancreas,DESC,density_only,RareACC,0.763184641445511,0.0790187074517361,5
pancreas,DESC,density_only,UltraRareACC,0.4551351351351352,0.0103975048982007,5
pancreas,DESC,density_only_triplet_kmeans,ARI,0.5157940021047912,0.006468245129683,5
pancreas,DESC,density_only_triplet_kmeans,RareACC,0.7438735177865613,0.0799263907039309,5
pancreas,DESC,density_only_triplet_kmeans,UltraRareACC,0.5156756756756756,0.0965890135867105,5
pancreas,DESC,full_kmeans,ARI,0.5213023033936951,0.0104120036680714,5
pancreas,DESC,full_kmeans,RareACC,0.7794466403162056,0.0362514094262145,5
pancreas,DESC,full_kmeans,UltraRareACC,0.4616216216216216,0.0061631104059412,5
pancreas,DESC,full_kmeans_triplet,ARI,0.517614083061064,0.0050331888755497,5
pancreas,DESC,full_kmeans_triplet,RareACC,0.8003387916431395,0.0251590657502753,5
pancreas,DESC,full_kmeans_triplet,UltraRareACC,0.3816216216216216,0.1777877198745826,5
pancreas,DESC,full_leiden,ARI,0.5208896404087925,0.0113163574126911,5
pancreas,DESC,full_leiden,RareACC,0.7662337662337663,0.0792779281880235,5
pancreas,DESC,full_leiden,UltraRareACC,0.4681081081081081,0.0146046011741689,5
pancreas,DESC,full_leiden_triplet,ARI,0.506416579718705,0.0124954634176669,5
pancreas,DESC,full_leiden_triplet,RareACC,0.6638057594579333,0.0631018067349348,5
pancreas,DESC,full_leiden_triplet,UltraRareACC,0.5232432432432432,0.1127645821440457,5
pancreas,scDeepCluster,baseline,ARI,0.4172007442737581,0.0574284929214135,5
pancreas,scDeepCluster,baseline,RareACC,0.6475437605872388,0.1267720221791616,5
pancreas,scDeepCluster,baseline,UltraRareACC,0.0616216216216216,0.1016014931186765,5
pancreas,scDeepCluster,density_only,ARI,0.4866238460142122,0.0444287993043642,5
pancreas,scDeepCluster,density_only,RareACC,0.7132693393562959,0.1125993166126206,5
pancreas,scDeepCluster,density_only,UltraRareACC,0.2183783783783783,0.2386839984837972,5
pancreas,scDeepCluster,density_only_triplet_kmeans,ARI,0.4491761182578303,0.0557356460801755,5
pancreas,scDeepCluster,density_only_triplet_kmeans,RareACC,0.529983060417843,0.1075115718091158,5
pancreas,scDeepCluster,density_only_triplet_kmeans,UltraRareACC,0.0875675675675675,0.0361394911361011,5
pancreas,scDeepCluster,full_kmeans,ARI,0.4961314984927427,0.07207688185323,5
pancreas,scDeepCluster,full_kmeans,RareACC,0.6901185770750988,0.1405925224179959,5
pancreas,scDeepCluster,full_kmeans,UltraRareACC,0.1827027027027027,0.2231457152320937,5
pancreas,scDeepCluster,full_kmeans_triplet,ARI,0.4503106825856157,0.0556779573059962,5
pancreas,scDeepCluster,full_kmeans_triplet,RareACC,0.4971202710333145,0.09637184872334,5
pancreas,scDeepCluster,full_kmeans_triplet,UltraRareACC,0.0962162162162162,0.0510517576351031,5
pancreas,scDeepCluster,full_leiden,ARI,0.5006500445411296,0.0617927690936572,5
pancreas,scDeepCluster,full_leiden,RareACC,0.7093167701863354,0.1309150753509314,5
pancreas,scDeepCluster,full_leiden,UltraRareACC,0.2108108108108108,0.2291726154129738,5
pancreas,scDeepCluster,full_leiden_triplet,ARI,0.4808486085641678,0.0250597061145051,5
pancreas,scDeepCluster,full_leiden_triplet,RareACC,0.4785996612083568,0.1401167311047115,5
pancreas,scDeepCluster,full_leiden_triplet,UltraRareACC,0.3037837837837838,0.2159254802059992,5
pancreas,scMAE,baseline,ARI,0.5446719612785098,0.0541958712325474,5
pancreas,scMAE,baseline,RareACC,0.5053642010163749,0.1025089685177228,5
pancreas,scMAE,baseline,UltraRareACC,0.7027027027027027,0.1780914974003845,5
pancreas,scMAE,density_only,ARI,0.5365485231162016,0.0379258851716235,5
pancreas,scMAE,density_only,RareACC,0.6114059853190288,0.0399716712467603,5
pancreas,scMAE,density_only,UltraRareACC,0.7383783783783784,0.1113434791234596,5
pancreas,scMAE,density_only_triplet_kmeans,ARI,0.4398961330869498,0.0289395523225783,5
pancreas,scMAE,density_only_triplet_kmeans,RareACC,0.63828345567476,0.0665531346290611,5
pancreas,scMAE,density_only_triplet_kmeans,UltraRareACC,0.5016216216216216,0.215383531732157,5
pancreas,scMAE,full_kmeans,ARI,0.5342875702624543,0.0427945105064624,5
pancreas,scMAE,full_kmeans,RareACC,0.5722190852625635,0.0720940160911823,5
pancreas,scMAE,full_kmeans,UltraRareACC,0.6799999999999999,0.0838622126380313,5
pancreas,scMAE,full_kmeans_triplet,ARI,0.4771924996926501,0.0713678622276789,5
pancreas,scMAE,full_kmeans_triplet,RareACC,0.6142292490118577,0.056950764363687,5
pancreas,scMAE,full_kmeans_triplet,UltraRareACC,0.492972972972973,0.2625213477005995,5
pancreas,scMAE,full_leiden,ARI,0.5532290031975053,0.0438444884940988,5
pancreas,scMAE,full_leiden,RareACC,0.587012987012987,0.0663732421636626,5
pancreas,scMAE,full_leiden,UltraRareACC,0.8151351351351351,0.0857570591386565,5
pancreas,scMAE,full_leiden_triplet,ARI,0.5621737815931865,0.0466832387170243,5
pancreas,scMAE,full_leiden_triplet,RareACC,0.5814793901750424,0.0228227300464462,5
pancreas,scMAE,full_leiden_triplet,UltraRareACC,0.6302702702702703,0.0850041893007937,5
paul15_bone_marrow,DESC,baseline,ARI,0.2918901661993899,0.0094400330296278,5
paul15_bone_marrow,DESC,baseline,BalancedRareACC,0.21411764705882352,0.012018563491457473,5
paul15_bone_marrow,DESC,baseline,RareACC,0.1398692810457516,0.0192659616291364,5
paul15_bone_marrow,DESC,baseline,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,DESC,density_only,ARI,0.2941323477435653,0.008851388770068,5
paul15_bone_marrow,DESC,density_only,BalancedRareACC,0.2137908496732026,0.012743142691187686,5
paul15_bone_marrow,DESC,density_only,RareACC,0.1398692810457516,0.0192659616291364,5
paul15_bone_marrow,DESC,density_only,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,DESC,density_only_triplet_kmeans,ARI,0.2942085127590955,0.0086481728954907,5
paul15_bone_marrow,DESC,density_only_triplet_kmeans,BalancedRareACC,0.2137908496732026,0.012743142691187686,5
paul15_bone_marrow,DESC,density_only_triplet_kmeans,RareACC,0.1398692810457516,0.0192659616291364,5
paul15_bone_marrow,DESC,density_only_triplet_kmeans,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,DESC,full_kmeans,ARI,0.2945133024628561,0.0084055335582026,5
paul15_bone_marrow,DESC,full_kmeans,BalancedRareACC,0.21411764705882352,0.012018563491457473,5
paul15_bone_marrow,DESC,full_kmeans,RareACC,0.1403050108932461,0.0202391706535836,5
paul15_bone_marrow,DESC,full_kmeans,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,DESC,full_kmeans_triplet,ARI,0.2932274529514941,0.0048007009129234,5
paul15_bone_marrow,DESC,full_kmeans_triplet,BalancedRareACC,0.1717211328976035,0.055879995873286084,5
paul15_bone_marrow,DESC,full_kmeans_triplet,RareACC,0.1163398692810457,0.0497905962880443,5
paul15_bone_marrow,DESC,full_kmeans_triplet,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,DESC,full_leiden,ARI,0.298881986303153,0.0123809169387343,5
paul15_bone_marrow,DESC,full_leiden,BalancedRareACC,0.2148583877995643,0.01246351132649055,5
paul15_bone_marrow,DESC,full_leiden,RareACC,0.1407407407407407,0.0200032748255129,5
paul15_bone_marrow,DESC,full_leiden,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,DESC,full_leiden_triplet,ARI,0.2968164875236133,0.0151174292279545,5
paul15_bone_marrow,DESC,full_leiden_triplet,BalancedRareACC,0.1985185185185185,0.04889730567278338,5
paul15_bone_marrow,DESC,full_leiden_triplet,RareACC,0.118954248366013,0.0287631209839902,5
paul15_bone_marrow,DESC,full_leiden_triplet,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,scDeepCluster,baseline,ARI,0.3393742569528775,0.0224995906504723,5
paul15_bone_marrow,scDeepCluster,baseline,BalancedRareACC,0.39438850206333637,0.03869608450994785,5
paul15_bone_marrow,scDeepCluster,baseline,RareACC,0.3612200435729847,0.0173882962433419,5
paul15_bone_marrow,scDeepCluster,baseline,UltraRareACC,0.0387096774193548,0.086557470096766,5
paul15_bone_marrow,scDeepCluster,density_only,ARI,0.3153615154125944,0.012921835802847,5
paul15_bone_marrow,scDeepCluster,density_only,BalancedRareACC,0.4184901004932099,0.021800822284251665,5
paul15_bone_marrow,scDeepCluster,density_only,RareACC,0.330718954248366,0.0329473429692961,5
paul15_bone_marrow,scDeepCluster,density_only,UltraRareACC,0.4709677419354839,0.1590162263724675,5
paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,ARI,0.3437518227453152,0.0370621075952055,5
paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,BalancedRareACC,0.4369908697623939,0.07928489255392669,5
paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,RareACC,0.3834422657952069,0.0498001283253266,5
paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,UltraRareACC,0.1741935483870967,0.3181960076298759,5
paul15_bone_marrow,scDeepCluster,full_kmeans,ARI,0.3187237136131223,0.0298408481947534,5
paul15_bone_marrow,scDeepCluster,full_kmeans,BalancedRareACC,0.3799337797689176,0.051992936230660695,5
paul15_bone_marrow,scDeepCluster,full_kmeans,RareACC,0.2962962962962963,0.0505099046595626,5
paul15_bone_marrow,scDeepCluster,full_kmeans,UltraRareACC,0.3483870967741935,0.1570407928340398,5
paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,ARI,0.3394085366407265,0.0242980431279591,5
paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,BalancedRareACC,0.44421826571087675,0.06474007866805999,5
paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,RareACC,0.3925925925925925,0.0554251106445589,5
paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,UltraRareACC,0.1806451612903225,0.3140815856680796,5
paul15_bone_marrow,scDeepCluster,full_leiden,ARI,0.3438272928741907,0.0350131977494597,5
paul15_bone_marrow,scDeepCluster,full_leiden,BalancedRareACC,0.40698721088207207,0.049084493279076415,5
paul15_bone_marrow,scDeepCluster,full_leiden,RareACC,0.3324618736383442,0.0287631209839902,5
paul15_bone_marrow,scDeepCluster,full_leiden,UltraRareACC,0.3870967741935484,0.3127535391881502,5
paul15_bone_marrow,scDeepCluster,full_leiden_triplet,ARI,0.3242676224122411,0.0307165522821732,5
paul15_bone_marrow,scDeepCluster,full_leiden_triplet,BalancedRareACC,0.45473986475211203,0.08309086578285443,5
paul15_bone_marrow,scDeepCluster,full_leiden_triplet,RareACC,0.4335511982570806,0.0934917256693914,5
paul15_bone_marrow,scDeepCluster,full_leiden_triplet,UltraRareACC,0.0,0.0,5
paul15_bone_marrow,scMAE,baseline,ARI,0.3841998511026941,0.0069733287712785,5
paul15_bone_marrow,scMAE,baseline,BalancedRareACC,0.4934372661045378,0.07788680187838028,5
paul15_bone_marrow,scMAE,baseline,RareACC,0.3708061002178649,0.0495708535453978,5
paul15_bone_marrow,scMAE,baseline,UltraRareACC,0.6064516129032258,0.2274136352518008,5
paul15_bone_marrow,scMAE,density_only,ARI,0.3786566410278306,0.0161463625078425,5
paul15_bone_marrow,scMAE,density_only,BalancedRareACC,0.5341078601150653,0.029058288478119334,5
paul15_bone_marrow,scMAE,density_only,RareACC,0.3873638344226579,0.0341151705988032,5
paul15_bone_marrow,scMAE,density_only,UltraRareACC,0.7354838709677419,0.0770150734600859,5
paul15_bone_marrow,scMAE,density_only_triplet_kmeans,ARI,0.304417529053988,0.0128541869333961,5
paul15_bone_marrow,scMAE,density_only_triplet_kmeans,BalancedRareACC,0.5019810580812148,0.06632568346230115,5
paul15_bone_marrow,scMAE,density_only_triplet_kmeans,RareACC,0.4718954248366013,0.0462828379771943,5
paul15_bone_marrow,scMAE,density_only_triplet_kmeans,UltraRareACC,0.3741935483870967,0.3478789603753009,5
paul15_bone_marrow,scMAE,full_kmeans,ARI,0.38302987768496,0.0099480458750015,5
paul15_bone_marrow,scMAE,full_kmeans,BalancedRareACC,0.5359011481113617,0.044803406007403096,5
paul15_bone_marrow,scMAE,full_kmeans,RareACC,0.4004357298474945,0.0177262271083293,5
paul15_bone_marrow,scMAE,full_kmeans,UltraRareACC,0.7225806451612903,0.1360969232885741,5
paul15_bone_marrow,scMAE,full_kmeans_triplet,ARI,0.2999738055411683,0.0255897345164968,5
paul15_bone_marrow,scMAE,full_kmeans_triplet,BalancedRareACC,0.4741099327703844,0.03477752661138496,5
paul15_bone_marrow,scMAE,full_kmeans_triplet,RareACC,0.4300653594771241,0.0300543063260277,5
paul15_bone_marrow,scMAE,full_kmeans_triplet,UltraRareACC,0.2709677419354838,0.2355059644960513,5
paul15_bone_marrow,scMAE,full_leiden,ARI,0.3884526935841017,0.0203447573763949,5
paul15_bone_marrow,scMAE,full_leiden,BalancedRareACC,0.5305441727505363,0.03543488287547488,5
paul15_bone_marrow,scMAE,full_leiden,RareACC,0.3860566448801742,0.0129258361430861,5
paul15_bone_marrow,scMAE,full_leiden,UltraRareACC,0.7612903225806451,0.0668917463010571,5
paul15_bone_marrow,scMAE,full_leiden_triplet,ARI,0.2975014007352634,0.0163367225097583,5
paul15_bone_marrow,scMAE,full_leiden_triplet,BalancedRareACC,0.4110944434913854,0.013955790114263905,5
paul15_bone_marrow,scMAE,full_leiden_triplet,RareACC,0.4130718954248366,0.0343992088024595,5
paul15_bone_marrow,scMAE,full_leiden_triplet,UltraRareACC,0.0,0.0,5
