phase,dataset,algorithm,variant,seed,metric,value,source_path
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,43,RareACC,0.5076252723311547,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,44,ARI,0.2975795618123971,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,44,RareACC,0.5294117647058824,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,45,ARI,0.2983840759743104,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,45,RareACC,0.4553376906318083,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,46,ARI,0.32429878516906,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,density_only_triplet_kmeans,46,RareACC,0.4531590413943355,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,42,ARI,0.3740719368302503,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,42,RareACC,0.4270152505446623,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,43,ARI,0.3304537904735414,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,43,RareACC,0.3638344226579521,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,44,ARI,0.28940201785877,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,44,RareACC,0.3137254901960784,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,45,ARI,0.3430808510652114,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,45,RareACC,0.4357298474945534,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,46,ARI,0.3817505174988027,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,density_only_triplet_kmeans,46,RareACC,0.3769063180827887,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,42,ARI,0.2923468286468406,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_42/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,42,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_42/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,43,ARI,0.3087873597028344,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_43/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,43,RareACC,0.1328976034858388,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_43/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,44,ARI,0.2857031254122814,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_44/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,44,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_44/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,45,ARI,0.2930884727464942,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_45/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,45,RareACC,0.1742919389978213,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_45/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,46,ARI,0.2911167772870271,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_46/results/analysis_results.csv
full,paul15_bone_marrow,DESC,density_only_triplet_kmeans,46,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/density_only_triplet_kmeans/desc/runs/seed_46/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,42,ARI,0.3781171551718194,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,42,RareACC,0.4008714596949891,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,43,ARI,0.3851392015756678,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,43,RareACC,0.3877995642701525,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,44,ARI,0.371381281302776,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,44,RareACC,0.4052287581699346,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,45,ARI,0.3982292841092963,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,45,RareACC,0.3812636165577342,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,46,ARI,0.3822824662652405,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans,46,RareACC,0.4270152505446623,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,42,ARI,0.3330563408436696,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,42,RareACC,0.2309368191721132,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,43,ARI,0.3603428013300963,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,43,RareACC,0.3224400871459695,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,44,ARI,0.2811189227083212,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,44,RareACC,0.3485838779956427,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,45,ARI,0.3049727463597725,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,45,RareACC,0.2549019607843137,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,46,ARI,0.3141277568237519,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans,46,RareACC,0.3246187363834422,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,42,ARI,0.292685742862114,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_42/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,42,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_42/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,43,ARI,0.3089930990612411,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_43/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,43,RareACC,0.1328976034858388,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_43/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,44,ARI,0.2878856556362604,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_44/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,44,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_44/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,45,ARI,0.2895601379658579,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_45/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,45,RareACC,0.1764705882352941,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_45/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,46,ARI,0.2934418767888071,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_46/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans,46,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans/desc/runs/seed_46/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,42,ARI,0.2906591356548299,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,42,RareACC,0.4030501089324618,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,43,ARI,0.2877757844075937,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,43,RareACC,0.4400871459694989,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,44,ARI,0.2821825025626893,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,44,RareACC,0.4074074074074074,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,45,ARI,0.294181246913986,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,45,RareACC,0.4226579520697168,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,46,ARI,0.3450703581667425,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_kmeans_triplet,46,RareACC,0.477124183006536,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,42,ARI,0.3582235259381507,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,42,RareACC,0.3703703703703703,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,43,ARI,0.3271094293859533,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,43,RareACC,0.4248366013071895,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,44,ARI,0.3060623088547342,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,44,RareACC,0.3093681917211329,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,45,ARI,0.3666873869458406,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,45,RareACC,0.4052287581699346,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,46,ARI,0.3389600320789537,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scDeepCluster,full_kmeans_triplet,46,RareACC,0.4531590413943355,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,42,ARI,0.2875774877305189,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_42/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,42,RareACC,0.0675381263616557,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_42/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,43,ARI,0.2945080187893797,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_43/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,43,RareACC,0.0675381263616557,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_43/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,44,ARI,0.2888834948908217,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_44/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,44,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_44/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,45,ARI,0.2985311508267522,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_45/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,45,RareACC,0.1851851851851851,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_45/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,46,ARI,0.2966371125199978,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_46/results/analysis_results.csv
full,paul15_bone_marrow,DESC,full_kmeans_triplet,46,RareACC,0.130718954248366,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_kmeans_triplet/desc/runs/seed_46/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,42,ARI,0.3937221350518313,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,42,RareACC,0.3877995642701525,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,43,ARI,0.3597469202000198,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,43,RareACC,0.4008714596949891,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,44,ARI,0.376844868158688,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,44,RareACC,0.3834422657952069,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
full,paul15_bone_marrow,scMAE,full_leiden,45,ARI,0.4112216798610562,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/paul15_bone_marrow/full_leiden/scrbenchmark/results/analysis_results.csv
