phase,dataset,algorithm,variant,seed,metric,value,source_path
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,RareACC,0.2744565217391304,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/scrbenchmark/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,42,ARI,0.3310556565366316,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,42,RareACC,0.9320652173913044,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,43,ARI,0.3527453533380487,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,43,RareACC,0.9877717391304348,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,44,ARI,0.2804045251421021,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,44,RareACC,0.9225543478260868,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,45,ARI,0.356158001916655,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,45,RareACC,0.9279891304347826,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,46,ARI,0.2812061559862922,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_46/results/analysis_results.csv
full,bbag094_spleen,DESC,full_leiden_triplet,46,RareACC,0.970108695652174,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_spleen/full_leiden_triplet/desc/runs/seed_46/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,42,ARI,0.6915778760086706,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,42,RareACC,0.772972972972973,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,43,ARI,0.6856224402868141,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,43,RareACC,0.7837837837837838,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,44,ARI,0.6912922239506145,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,44,RareACC,0.8108108108108109,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,45,ARI,0.677631877084849,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,45,RareACC,0.8,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,46,ARI,0.675347922227393,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,baseline,46,RareACC,0.918918918918919,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,42,ARI,0.268801824529063,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,42,RareACC,0.8594594594594595,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,43,ARI,0.362839698497566,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,43,RareACC,0.0972972972972973,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,44,ARI,0.5195535351127061,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,44,RareACC,0.9135135135135136,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,45,ARI,0.586297367720122,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,45,RareACC,0.8486486486486486,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,46,ARI,0.2313577407744814,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,baseline,46,RareACC,0.8054054054054054,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,42,ARI,0.7522691340613057,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,42,RareACC,0.4972972972972973,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,43,ARI,0.7472131881415741,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,43,RareACC,0.5081081081081081,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,44,ARI,0.7845891505021856,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,44,RareACC,0.4972972972972973,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,45,ARI,0.7429244488325412,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,45,RareACC,0.5027027027027027,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,46,ARI,0.7599424902429555,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_46/results/analysis_results.csv
full,bbag094_zeisel,DESC,baseline,46,RareACC,0.5027027027027027,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/baseline/desc/runs/seed_46/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,42,ARI,0.6648128705116387,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,42,RareACC,0.8,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,43,ARI,0.6600831333775402,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,43,RareACC,0.7945945945945946,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,44,ARI,0.6634362566843305,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,44,RareACC,0.7891891891891892,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,45,ARI,0.6553490808010591,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,45,RareACC,0.8,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,46,ARI,0.6608651735450339,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only,46,RareACC,0.8108108108108109,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,42,ARI,0.3748299109126067,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,42,RareACC,0.8918918918918919,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,43,ARI,0.3098842099604148,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,43,RareACC,0.4972972972972973,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,44,ARI,0.3456851668471148,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,44,RareACC,0.918918918918919,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,45,ARI,0.3442995442693707,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,45,RareACC,0.6648648648648648,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,46,ARI,0.6730811047353521,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only,46,RareACC,0.8972972972972973,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,42,ARI,0.7531714870728576,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,42,RareACC,0.5135135135135135,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,43,ARI,0.7412422423443995,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,43,RareACC,0.5081081081081081,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,44,ARI,0.7941256826000987,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,44,RareACC,0.518918918918919,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,45,ARI,0.805428885956511,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,45,RareACC,0.5945945945945946,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,46,ARI,0.7862987901891979,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_46/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only,46,RareACC,0.5891891891891892,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only/desc/runs/seed_46/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,42,ARI,0.5479558892640696,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,42,RareACC,0.7405405405405405,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,43,ARI,0.535490403108464,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,43,RareACC,0.8216216216216217,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,44,ARI,0.5197575385421612,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,44,RareACC,0.7297297297297297,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,45,ARI,0.5811610964564411,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,45,RareACC,0.7837837837837838,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,46,ARI,0.5772614171382022,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scMAE,density_only_triplet_kmeans,46,RareACC,0.7945945945945946,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,42,ARI,0.8016839183690838,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,42,RareACC,0.8216216216216217,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,43,ARI,0.6014876353938631,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,43,RareACC,0.7891891891891892,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,44,ARI,0.617766646183363,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,44,RareACC,0.7189189189189189,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,45,ARI,0.6228460514495805,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,45,RareACC,0.518918918918919,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,46,ARI,0.7795801658652278,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,scDeepCluster,density_only_triplet_kmeans,46,RareACC,0.6054054054054054,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/scrbenchmark/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,42,ARI,0.7850005901111791,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,42,RareACC,0.4162162162162162,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_42/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,43,ARI,0.788008587258775,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,43,RareACC,0.518918918918919,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_43/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,44,ARI,0.7853731467148594,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,44,RareACC,0.4162162162162162,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_44/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,45,ARI,0.7855415101544306,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_45/results/analysis_results.csv
full,bbag094_zeisel,DESC,density_only_triplet_kmeans,45,RareACC,0.5081081081081081,/data2/fbidet/scRAW_EXPERIMENTAL/results/scraw_loss_integration_matrix_stable_default_20260428_104305/02_full_runs/runs/bbag094_zeisel/density_only_triplet_kmeans/desc/runs/seed_45/results/analysis_results.csv
