phase,dataset,algorithm,variant,metric,mean,std,min,max,n
full,bbag094_spleen,DESC,full_kmeans,ARI,0.37973283144717995,0.05681478137373802,0.3036558359849485,0.4415668179354072,5
full,bbag094_spleen,DESC,full_kmeans,BalancedACC,0.6997252276541793,0.10975139450631038,0.584774423515196,0.882125884727986,5
full,bbag094_spleen,DESC,full_kmeans,F1_Macro,0.44637811808067446,0.05631880319542779,0.3560841461072112,0.509675399645786,5
full,bbag094_spleen,DESC,full_kmeans,NMI,0.5759444470236124,0.02551806632915727,0.5346776197852633,0.5986581641173792,5
full,bbag094_spleen,DESC,full_kmeans,RareACC,0.9429347826086959,0.019852770647014174,0.9320652173913044,0.9782608695652174,5
full,bbag094_spleen,DESC,full_kmeans,Silhouette,0.8531136035919189,0.019934199686536123,0.8296583890914917,0.8796741962432861,5
full,bbag094_spleen,DESC,full_kmeans,runtime,253.09534006118776,49.3605215923661,202.18358397483823,317.249000787735,5
full,bbag094_spleen,DESC,full_kmeans_triplet,ACC,0.5596314907872697,0.058145516922276035,0.4839824120603015,0.640284757118928,5
full,bbag094_spleen,DESC,full_kmeans_triplet,ARI,0.3694125245834309,0.04339535525004821,0.3070441290009527,0.4209922321727462,5
full,bbag094_spleen,DESC,full_kmeans_triplet,BalancedACC,0.6920873912215224,0.13994658992704614,0.5818567162940647,0.8792531819798282,5
full,bbag094_spleen,DESC,full_kmeans_triplet,F1_Macro,0.40838819974251506,0.04298859508896878,0.3726576556824268,0.4754770753711652,5
full,bbag094_spleen,DESC,full_kmeans_triplet,NMI,0.5763514722231149,0.017679311561005256,0.5522239428808939,0.593269191373186,5
full,bbag094_spleen,DESC,full_kmeans_triplet,RareACC,0.9516304347826088,0.02831503484043626,0.9266304347826086,0.9864130434782608,5
full,bbag094_spleen,DESC,full_kmeans_triplet,Silhouette,0.844830858707428,0.019246885509265815,0.8268539905548096,0.8750145435333252,5
full,bbag094_spleen,DESC,full_kmeans_triplet,runtime,311.6400221347809,82.05046677609367,246.95927906036377,441.2074239253998,5
full,bbag094_spleen,DESC,full_leiden,ACC,0.5935092127303183,0.06714475144477187,0.4929857621440536,0.661641541038526,5
full,bbag094_spleen,DESC,full_leiden,ARI,0.3588562282452454,0.05162623964248848,0.2978773045760762,0.4206900367366283,5
full,bbag094_spleen,DESC,full_leiden,BalancedACC,0.6980000671606517,0.11135696361019048,0.5840540233078348,0.8839305496217502,5
full,bbag094_spleen,DESC,full_leiden,F1_Macro,0.43113302328462544,0.06805547190599506,0.3127881155505152,0.4782740069131495,5
full,bbag094_spleen,DESC,full_leiden,NMI,0.571524093790406,0.02796896688221035,0.5294738657385547,0.6051168231563985,5
full,bbag094_spleen,DESC,full_leiden,RareACC,0.9410326086956522,0.020686113416487285,0.9239130434782608,0.9769021739130436,5
full,bbag094_spleen,DESC,full_leiden,Silhouette,0.841251540184021,0.014298365954134168,0.8272279500961304,0.8630111217498779,5
full,bbag094_spleen,DESC,full_leiden,runtime,351.349111366272,119.07174694012559,268.2464153766632,561.8447153568268,5
full,bbag094_spleen,DESC,full_leiden_triplet,ACC,0.543969849246231,0.03788082818113741,0.4857621440536013,0.5913944723618091,5
full,bbag094_spleen,DESC,full_leiden_triplet,ARI,0.35541478215719957,0.04573900283503029,0.3095888979989828,0.4248444353210339,5
full,bbag094_spleen,DESC,full_leiden_triplet,BalancedACC,0.6480011781903311,0.11545750111533501,0.5677484537826316,0.8520364700738243,5
full,bbag094_spleen,DESC,full_leiden_triplet,F1_Macro,0.4310204358011108,0.033476671008327165,0.4019196084650646,0.4838298110501395,5
full,bbag094_spleen,DESC,full_leiden_triplet,NMI,0.5756414236259356,0.0116703792576562,0.556783427457561,0.5852553133880366,5
full,bbag094_spleen,DESC,full_leiden_triplet,RareACC,0.9350543478260869,0.025353421058257154,0.904891304347826,0.9741847826086956,5
full,bbag094_spleen,DESC,full_leiden_triplet,Silhouette,0.8299071669578553,0.02956248604364568,0.7784101366996765,0.8505914211273193,5
full,bbag094_spleen,DESC,full_leiden_triplet,runtime,376.9216701030731,140.67758571711602,257.92616415023804,578.8247363567352,5
full,bbag094_spleen,scDeepCluster,baseline,ACC,0.7651381909547739,0.1147240954925962,0.5971524288107203,0.9033710217755444,5
full,bbag094_spleen,scDeepCluster,baseline,ARI,0.3969694549832624,0.25408320044275035,0.1488334886594786,0.7695158582989137,5
full,bbag094_spleen,scDeepCluster,baseline,BalancedACC,0.4727898203704246,0.05081719595938286,0.4112872864219316,0.5508923526301649,5
full,bbag094_spleen,scDeepCluster,baseline,F1_Macro,0.4392602769869861,0.036200981684742485,0.38899098305384,0.4835764005186421,5
full,bbag094_spleen,scDeepCluster,baseline,NMI,0.38273588790106666,0.15274167687742146,0.2073987261058683,0.6141681786163321,5
full,bbag094_spleen,scDeepCluster,baseline,RareACC,0.3434782608695652,0.07296208302960454,0.2432065217391304,0.4375,5
full,bbag094_spleen,scDeepCluster,baseline,Silhouette,0.09801512838384523,0.1301555654077045,-0.1251020611240791,0.2051861889009374,5
full,bbag094_spleen,scDeepCluster,baseline,runtime,565.4803637981415,14.571171055491543,548.2532875537872,585.1801271438599,5
full,bbag094_spleen,scDeepCluster,density_only,ACC,0.7813023450586265,0.1271543900286145,0.6263609715242882,0.9170854271356784,5
