phase,dataset,algorithm,variant,seed,metric,variant_value,baseline_value,delta_vs_baseline
full,bbag094_spleen,scDeepCluster,full_leiden,46,BalancedACC,0.3891130821461183,0.5508923526301649,-0.1617792704840466
full,bbag094_spleen,scDeepCluster,full_leiden,46,RareACC,0.452445652173913,0.3668478260869565,0.08559782608695654
full,bbag094_spleen,scDeepCluster,full_leiden,46,Silhouette,0.0744473247151158,0.2051861889009374,-0.1307388641858216
full,bbag094_spleen,scDeepCluster,full_leiden,46,runtime,1110.696427822113,559.6688158512115,551.0276119709015
full,bbag094_spleen,DESC,full_leiden,42,NMI,0.5294738657385547,0.6080975233676869,-0.07862365762913215
full,bbag094_spleen,DESC,full_leiden,42,ARI,0.2978773045760762,0.4564183670016549,-0.1585410624255787
full,bbag094_spleen,DESC,full_leiden,42,ACC,0.4929857621440536,0.6145309882747069,-0.12154522613065327
full,bbag094_spleen,DESC,full_leiden,42,F1_Macro,0.3127881155505152,0.515743917996502,-0.20295580244598677
full,bbag094_spleen,DESC,full_leiden,42,BalancedACC,0.5840540233078348,0.599298085007886,-0.015244061700051104
full,bbag094_spleen,DESC,full_leiden,42,RareACC,0.9320652173913044,0.8967391304347826,0.03532608695652184
full,bbag094_spleen,DESC,full_leiden,42,Silhouette,0.8272279500961304,0.8411928415298462,-0.01396489143371582
full,bbag094_spleen,DESC,full_leiden,42,runtime,316.53264713287354,298.99528908729553,17.537358045578003
full,bbag094_spleen,DESC,full_leiden,43,NMI,0.5629632574789352,0.593817759275492,-0.0308545017965568
full,bbag094_spleen,DESC,full_leiden,43,ARI,0.3329321320198757,0.3998644026133701,-0.06693227059349438
full,bbag094_spleen,DESC,full_leiden,43,ACC,0.5821817420435511,0.6435301507537688,-0.06134840871021774
full,bbag094_spleen,DESC,full_leiden,43,F1_Macro,0.4401902833041932,0.4767233194557297,-0.036533036151536524
full,bbag094_spleen,DESC,full_leiden,43,BalancedACC,0.6654392679348626,0.880228142062537,-0.21478887412767433
full,bbag094_spleen,DESC,full_leiden,43,RareACC,0.9347826086956522,0.9864130434782608,-0.051630434782608536
full,bbag094_spleen,DESC,full_leiden,43,Silhouette,0.8444988131523132,0.8684043884277344,-0.023905575275421143
full,bbag094_spleen,DESC,full_leiden,43,runtime,304.5704073905945,295.7590763568878,8.811331033706665
full,bbag094_spleen,DESC,full_leiden,44,NMI,0.5773631014651346,0.5552108815300446,0.02215221993508998
full,bbag094_spleen,DESC,full_leiden,44,ARI,0.3387340273913368,0.3172213973828947,0.021512630008442113
full,bbag094_spleen,DESC,full_leiden,44,ACC,0.5821817420435511,0.501675041876047,0.08050670016750416
full,bbag094_spleen,DESC,full_leiden,44,F1_Macro,0.4502635413008101,0.379821533229296,0.07044200807151407
full,bbag094_spleen,DESC,full_leiden,44,BalancedACC,0.668033228144761,0.5885097014494353,0.0795235266953257
full,bbag094_spleen,DESC,full_leiden,44,RareACC,0.9375,0.9347826086956522,0.0027173913043477826
full,bbag094_spleen,DESC,full_leiden,44,Silhouette,0.8295642733573914,0.8154242634773254,0.014140009880065918
full,bbag094_spleen,DESC,full_leiden,44,runtime,305.55137157440186,216.84233498573303,88.70903658866882
full,bbag094_spleen,DESC,full_leiden,45,NMI,0.6051168231563985,0.5702568234136965,0.03485999974270193
full,bbag094_spleen,DESC,full_leiden,45,ARI,0.4040476405023098,0.377290589718344,0.026757050783965786
full,bbag094_spleen,DESC,full_leiden,45,ACC,0.6485552763819096,0.5597780569514238,0.08877721943048578
full,bbag094_spleen,DESC,full_leiden,45,F1_Macro,0.4741491693544592,0.3757731745189926,0.09837599483546661
full,bbag094_spleen,DESC,full_leiden,45,BalancedACC,0.6885432667940499,0.6012314242345193,0.08731184255953062
full,bbag094_spleen,DESC,full_leiden,45,RareACC,0.9239130434782608,0.9293478260869564,-0.005434782608695676
full,bbag094_spleen,DESC,full_leiden,45,Silhouette,0.8419555425643921,0.8222625255584717,0.01969301700592041
full,bbag094_spleen,DESC,full_leiden,45,runtime,268.2464153766632,222.2843191623688,45.962096214294405
full,bbag094_spleen,DESC,full_leiden,46,NMI,0.5827034211130075,0.5892700612742456,-0.006566640161238091
full,bbag094_spleen,DESC,full_leiden,46,ARI,0.4206900367366283,0.3819319787185534,0.038758058018074915
full,bbag094_spleen,DESC,full_leiden,46,ACC,0.661641541038526,0.6299204355108877,0.031721105527638294
full,bbag094_spleen,DESC,full_leiden,46,F1_Macro,0.4782740069131495,0.4555033916241534,0.0227706152889961
full,bbag094_spleen,DESC,full_leiden,46,BalancedACC,0.8839305496217502,0.6760225437665743,0.20790800585517588
full,bbag094_spleen,DESC,full_leiden,46,RareACC,0.9769021739130436,0.9184782608695652,0.05842391304347838
full,bbag094_spleen,DESC,full_leiden,46,Silhouette,0.8630111217498779,0.8579303026199341,0.005080819129943848
full,bbag094_spleen,DESC,full_leiden,46,runtime,561.8447153568268,349.52859568595886,212.31611967086792
full,bbag094_spleen,scMAE,full_leiden_triplet,42,NMI,0.5682773357751171,0.84271103109213,-0.2744336953170129
full,bbag094_spleen,scMAE,full_leiden_triplet,42,ARI,0.4533603455334049,0.9138891703170096,-0.4605288247836047
full,bbag094_spleen,scMAE,full_leiden_triplet,42,ACC,0.6084589614740369,0.9686976549413736,-0.3602386934673367
full,bbag094_spleen,scMAE,full_leiden_triplet,42,F1_Macro,0.417153590092168,0.7533426967998097,-0.3361891067076417
full,bbag094_spleen,scMAE,full_leiden_triplet,42,BalancedACC,0.4155262492083714,0.7754543677665982,-0.35992811855822676
full,bbag094_spleen,scMAE,full_leiden_triplet,42,RareACC,0.5828804347826086,0.8980978260869565,-0.3152173913043479
full,bbag094_spleen,scMAE,full_leiden_triplet,42,Silhouette,0.7781028151512146,0.3445843756198883,0.4335184395313263
full,bbag094_spleen,scMAE,full_leiden_triplet,42,runtime,1445.4990558624268,33.79916191101074,1411.699893951416
full,bbag094_spleen,scMAE,full_leiden_triplet,43,NMI,0.5445079244863866,0.6520820980715684,-0.10757417358518173
full,bbag094_spleen,scMAE,full_leiden_triplet,43,ARI,0.3686716506257698,0.5854987170336282,-0.21682706640785843
full,bbag094_spleen,scMAE,full_leiden_triplet,43,ACC,0.6414363484087102,0.798785594639866,-0.15734924623115576
full,bbag094_spleen,scMAE,full_leiden_triplet,43,F1_Macro,0.4849478891776561,0.6025697282015134,-0.11762183902385737
full,bbag094_spleen,scMAE,full_leiden_triplet,43,BalancedACC,0.4940094004448568,0.6563925653343555,-0.16238316488949872
full,bbag094_spleen,scMAE,full_leiden_triplet,43,RareACC,0.5842391304347826,0.6480978260869565,-0.06385869565217395
full,bbag094_spleen,scMAE,full_leiden_triplet,43,Silhouette,0.7612867951393127,0.2458634227514267,0.515423372387886
full,bbag094_spleen,scMAE,full_leiden_triplet,43,runtime,877.9320769309998,33.2740318775177,844.658045053482
full,bbag094_spleen,scMAE,full_leiden_triplet,44,NMI,0.6398039397908618,0.8418417971099479,-0.20203785731908608
full,bbag094_spleen,scMAE,full_leiden_triplet,44,ARI,0.5655257355143254,0.9154183361593196,-0.34989260064499417
full,bbag094_spleen,scMAE,full_leiden_triplet,44,ACC,0.7954355108877722,0.9606365159128978,-0.16520100502512558
full,bbag094_spleen,scMAE,full_leiden_triplet,44,F1_Macro,0.6744213389112537,0.7330198830332202,-0.05859854412196652
full,bbag094_spleen,scMAE,full_leiden_triplet,44,BalancedACC,0.7273281680556745,0.7254527109683493,0.001875457087325172
full,bbag094_spleen,scMAE,full_leiden_triplet,44,RareACC,0.9157608695652174,0.7309782608695652,0.18478260869565222
full,bbag094_spleen,scMAE,full_leiden_triplet,44,Silhouette,0.6540512442588806,0.3504123091697693,0.30363893508911133
full,bbag094_spleen,scMAE,full_leiden_triplet,44,runtime,948.6682748794556,32.31054067611694,916.3577342033386
full,bbag094_spleen,scMAE,full_leiden_triplet,45,NMI,0.556598302972099,0.8632323055697372,-0.3066340025976382
full,bbag094_spleen,scMAE,full_leiden_triplet,45,ARI,0.4333479694379397,0.9178194391806744,-0.48447146974273475
full,bbag094_spleen,scMAE,full_leiden_triplet,45,ACC,0.6041666666666666,0.9742462311557788,-0.37007956448911217
full,bbag094_spleen,scMAE,full_leiden_triplet,45,F1_Macro,0.4903409832225195,0.7768525879323459,-0.2865116047098264
full,bbag094_spleen,scMAE,full_leiden_triplet,45,BalancedACC,0.5994399820326135,0.7814506530371058,-0.1820106710044923
full,bbag094_spleen,scMAE,full_leiden_triplet,45,RareACC,0.8940217391304348,0.9089673913043478,-0.014945652173912971
full,bbag094_spleen,scMAE,full_leiden_triplet,45,Silhouette,0.7835807800292969,0.3399513661861419,0.44362941384315496
full,bbag094_spleen,scMAE,full_leiden_triplet,45,runtime,311.94218850135803,32.16808795928955,279.7741005420685
full,bbag094_spleen,scMAE,full_leiden_triplet,46,NMI,0.6231042325500779,0.8112126614778589,-0.188108428927781
full,bbag094_spleen,scMAE,full_leiden_triplet,46,ARI,0.4416060102633077,0.884078366252158,-0.44247235598885026
full,bbag094_spleen,scMAE,full_leiden_triplet,46,ACC,0.6185092127303182,0.9631490787269682,-0.34463986599665
full,bbag094_spleen,scMAE,full_leiden_triplet,46,F1_Macro,0.6685504139263191,0.7372826314665686,-0.0687322175402495
full,bbag094_spleen,scMAE,full_leiden_triplet,46,BalancedACC,0.6596996010169495,0.7295544057887279,-0.06985480477177841
full,bbag094_spleen,scMAE,full_leiden_triplet,46,RareACC,0.8559782608695652,0.7459239130434783,0.11005434782608692
full,bbag094_spleen,scMAE,full_leiden_triplet,46,Silhouette,0.6909576654434204,0.3413590788841247,0.3495985865592957
full,bbag094_spleen,scMAE,full_leiden_triplet,46,runtime,606.6609189510345,35.185559034347534,571.475359916687
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,NMI,0.4661823558806559,0.4136883190563142,0.05249403682434167
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,ARI,0.504052395779276,0.4096864404169014,0.09436595536237458
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,ACC,0.7999371859296482,0.7661222780569514,0.03381490787269681
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,F1_Macro,0.4451541345685171,0.4224716017984383,0.02268253277007881
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,BalancedACC,0.4571245255240518,0.4624726929599276,-0.005348167435875795
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,RareACC,0.3084239130434782,0.3057065217391304,0.002717391304347838
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,Silhouette,0.0344565093566305,0.1522957613588351,-0.1178392520022046
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,42,runtime,1607.9273488521576,575.0578656196594,1032.8694832324982
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,NMI,0.5291289453972875,0.6141681786163321,-0.08503923321904461
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,ARI,0.424262084919138,0.7695158582989137,-0.34525377337977564
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,ACC,0.66321189279732,0.9033710217755444,-0.24015912897822445
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,F1_Macro,0.4079979153532808,0.4608944399462779,-0.052896524592997096
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,BalancedACC,0.427689863226982,0.456983432455753,-0.02929356922877102
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,RareACC,0.1766304347826087,0.2432065217391304,-0.0665760869565217
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,Silhouette,0.3031245815989576,0.1001488821191596,0.20297569947979802
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,43,runtime,2869.9967832565308,559.2417228221893,2310.7550604343414
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,NMI,0.16033891465592,0.2073987261058683,-0.04705981144994828
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,ARI,0.0437931686460001,0.172991581171011,-0.12919841252501088
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,ACC,0.5979899497487438,0.7300041876046901,-0.13201423785594635
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,F1_Macro,0.3703300962118145,0.38899098305384,-0.018660886842025493
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,BalancedACC,0.3521868413566609,0.4112872864219316,-0.05910044506527068
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,RareACC,0.3831521739130434,0.4375,-0.0543478260869566
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,Silhouette,0.0803149849633154,-0.1251020611240791,0.2054170460873945
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,44,runtime,1923.210412025452,548.2532875537872,1374.9571244716647
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,NMI,0.6545143775850394,0.3854147164328546,0.2690996611521848
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,ARI,0.7765290958479221,0.4838199063700074,0.2927091894779147
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,ACC,0.9014865996649916,0.8290410385259631,0.07244556113902845
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,F1_Macro,0.4491679872048181,0.4835764005186421,-0.03440841331382399
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,BalancedACC,0.4418827055394754,0.4823133373843463,-0.04043063184487089
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,RareACC,0.1616847826086956,0.3641304347826087,-0.2024456521739131
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,Silhouette,0.2205158368646244,0.1575468706643732,0.06296896620025119
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,45,runtime,2361.155290365219,585.1801271438599,1775.9751632213593
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,NMI,0.275132966230751,0.2930094992939643,-0.017876533063213296
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,ARI,0.040123713530379,0.1488334886594786,-0.1087097751290996
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,ACC,0.5425041876046901,0.5971524288107203,-0.05464824120603018
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,F1_Macro,0.3586709766251024,0.4403679596177325,-0.08169698299263012
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,BalancedACC,0.3857042525063346,0.5508923526301649,-0.16518810012383028
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,RareACC,0.3084239130434782,0.3668478260869565,-0.05842391304347827
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,Silhouette,0.0108092540308162,0.2051861889009374,-0.1943769348701212
full,bbag094_spleen,scDeepCluster,full_leiden_triplet,46,runtime,2417.103329181671,559.6688158512115,1857.4345133304596
full,bbag094_spleen,DESC,full_leiden_triplet,42,NMI,0.556783427457561,0.6080975233676869,-0.05131409591012581
full,bbag094_spleen,DESC,full_leiden_triplet,42,ARI,0.3095888979989828,0.4564183670016549,-0.14682946900267208
full,bbag094_spleen,DESC,full_leiden_triplet,42,ACC,0.4857621440536013,0.6145309882747069,-0.12876884422110557
full,bbag094_spleen,DESC,full_leiden_triplet,42,F1_Macro,0.434772408750384,0.515743917996502,-0.08097150924611801
full,bbag094_spleen,DESC,full_leiden_triplet,42,BalancedACC,0.5677484537826316,0.599298085007886,-0.03154963122525434
full,bbag094_spleen,DESC,full_leiden_triplet,42,RareACC,0.904891304347826,0.8967391304347826,0.008152173913043459
full,bbag094_spleen,DESC,full_leiden_triplet,42,Silhouette,0.8457473516464233,0.8411928415298462,0.0045545101165771484
full,bbag094_spleen,DESC,full_leiden_triplet,42,runtime,468.2141981124878,298.99528908729553,169.21890902519226
full,bbag094_spleen,DESC,full_leiden_triplet,43,NMI,0.5828466899275853,0.593817759275492,-0.010971069347906703
full,bbag094_spleen,DESC,full_leiden_triplet,43,ARI,0.4248444353210339,0.3998644026133701,0.024980032707663802
full,bbag094_spleen,DESC,full_leiden_triplet,43,ACC,0.5913944723618091,0.6435301507537688,-0.05213567839195976
full,bbag094_spleen,DESC,full_leiden_triplet,43,F1_Macro,0.43238892262495,0.4767233194557297,-0.04433439683077972
full,bbag094_spleen,DESC,full_leiden_triplet,43,BalancedACC,0.6164586675125896,0.880228142062537,-0.26376947454994737
full,bbag094_spleen,DESC,full_leiden_triplet,43,RareACC,0.9347826086956522,0.9864130434782608,-0.051630434782608536
full,bbag094_spleen,DESC,full_leiden_triplet,43,Silhouette,0.8322466611862183,0.8684043884277344,-0.03615772724151611
full,bbag094_spleen,DESC,full_leiden_triplet,43,runtime,308.9107961654663,295.7590763568878,13.151719808578491
full,bbag094_spleen,DESC,full_leiden_triplet,44,NMI,0.5812839278902251,0.5552108815300446,0.026073046360180485
full,bbag094_spleen,DESC,full_leiden_triplet,44,ARI,0.3526047943122735,0.3172213973828947,0.03538339692937881
full,bbag094_spleen,DESC,full_leiden_triplet,44,ACC,0.541247906197655,0.501675041876047,0.039572864321608
full,bbag094_spleen,DESC,full_leiden_triplet,44,F1_Macro,0.4021914281150164,0.379821533229296,0.022369894885720387
full,bbag094_spleen,DESC,full_leiden_triplet,44,BalancedACC,0.6028282842697514,0.5885097014494353,0.014318582820316172
full,bbag094_spleen,DESC,full_leiden_triplet,44,RareACC,0.9375,0.9347826086956522,0.0027173913043477826
full,bbag094_spleen,DESC,full_leiden_triplet,44,Silhouette,0.8505914211273193,0.8154242634773254,0.035167157649993896
full,bbag094_spleen,DESC,full_leiden_triplet,44,runtime,257.92616415023804,216.84233498573303,41.083829164505005
full,bbag094_spleen,DESC,full_leiden_triplet,45,NMI,0.5852553133880366,0.5702568234136965,0.014998489974340057
full,bbag094_spleen,DESC,full_leiden_triplet,45,ARI,0.3697529923940226,0.377290589718344,-0.00753759732432141
full,bbag094_spleen,DESC,full_leiden_triplet,45,ACC,0.5521356783919598,0.5597780569514238,-0.007642378559464036
full,bbag094_spleen,DESC,full_leiden_triplet,45,F1_Macro,0.4019196084650646,0.3757731745189926,0.026146433946071967
full,bbag094_spleen,DESC,full_leiden_triplet,45,BalancedACC,0.6009340153128587,0.6012314242345193,-0.0002974089216605247
full,bbag094_spleen,DESC,full_leiden_triplet,45,RareACC,0.9239130434782608,0.9293478260869564,-0.005434782608695676
full,bbag094_spleen,DESC,full_leiden_triplet,45,Silhouette,0.8425402641296387,0.8222625255584717,0.020277738571166992
full,bbag094_spleen,DESC,full_leiden_triplet,45,runtime,270.73245573043823,222.2843191623688,48.44813656806943
full,bbag094_spleen,DESC,full_leiden_triplet,46,NMI,0.5720377594662704,0.5892700612742456,-0.017232301807975192
full,bbag094_spleen,DESC,full_leiden_triplet,46,ARI,0.320282790759685,0.3819319787185534,-0.06164918795886837
full,bbag094_spleen,DESC,full_leiden_triplet,46,ACC,0.5493090452261307,0.6299204355108877,-0.08061139028475706
full,bbag094_spleen,DESC,full_leiden_triplet,46,F1_Macro,0.4838298110501395,0.4555033916241534,0.028326419425986127
full,bbag094_spleen,DESC,full_leiden_triplet,46,BalancedACC,0.8520364700738243,0.6760225437665743,0.17601392630725
full,bbag094_spleen,DESC,full_leiden_triplet,46,RareACC,0.9741847826086956,0.9184782608695652,0.05570652173913038
full,bbag094_spleen,DESC,full_leiden_triplet,46,Silhouette,0.7784101366996765,0.8579303026199341,-0.07952016592025757
full,bbag094_spleen,DESC,full_leiden_triplet,46,runtime,578.8247363567352,349.52859568595886,229.29614067077637
full,bbag094_zeisel,scMAE,density_only,42,NMI,0.661778968636563,0.6437082790929344,0.01807068954362867
full,bbag094_zeisel,scMAE,density_only,42,ARI,0.63146395205582,0.6058874853038736,0.02557646675194636
full,bbag094_zeisel,scMAE,density_only,42,ACC,0.7365269461077845,0.7285429141716567,0.007984031936127733
full,bbag094_zeisel,scMAE,density_only,42,F1_Macro,0.5980971479201109,0.5978581250070871,0.00023902291302380085
full,bbag094_zeisel,scMAE,density_only,42,BalancedACC,0.6477986819813829,0.6396289488491393,0.008169733132243562
full,bbag094_zeisel,scMAE,density_only,42,RareACC,0.8540540540540541,0.8756756756756757,-0.021621621621621623
full,bbag094_zeisel,scMAE,density_only,42,Silhouette,0.1946538835763931,0.1596175134181976,0.035036370158195496
full,bbag094_zeisel,scMAE,density_only,42,runtime,15.626529216766356,12.589334964752195,3.03719425201416
full,bbag094_zeisel,scMAE,density_only,43,NMI,0.6450432947995991,0.6368322534579163,0.008211041341682823
full,bbag094_zeisel,scMAE,density_only,43,ARI,0.6054410206647094,0.5816758571369225,0.023765163527786903
full,bbag094_zeisel,scMAE,density_only,43,ACC,0.7252162341982701,0.7315369261477046,-0.00632069194943452
full,bbag094_zeisel,scMAE,density_only,43,F1_Macro,0.5924124969561949,0.6114013565983843,-0.018988859642189437
full,bbag094_zeisel,scMAE,density_only,43,BalancedACC,0.6416389905978555,0.6628059351645585,-0.021166944566703094
full,bbag094_zeisel,scMAE,density_only,43,RareACC,0.8108108108108109,0.7783783783783784,0.032432432432432434
full,bbag094_zeisel,scMAE,density_only,43,Silhouette,0.1945702731609344,0.1561963111162185,0.03837396204471588
full,bbag094_zeisel,scMAE,density_only,43,runtime,16.870769023895264,12.840729236602783,4.0300397872924805
full,bbag094_zeisel,scMAE,density_only,44,NMI,0.6661452652262088,0.6385954718721017,0.02754979335410701
full,bbag094_zeisel,scMAE,density_only,44,ARI,0.6323857495370411,0.6062922996344484,0.026093449902592658
full,bbag094_zeisel,scMAE,density_only,44,ACC,0.7741184298070526,0.7361942781104458,0.03792415169660679
full,bbag094_zeisel,scMAE,density_only,44,F1_Macro,0.6219176292120874,0.5430414219823325,0.07887620722975486
full,bbag094_zeisel,scMAE,density_only,44,BalancedACC,0.6925738017994735,0.5918129588130363,0.10076084298643717
full,bbag094_zeisel,scMAE,density_only,44,RareACC,0.8594594594594595,0.6810810810810811,0.17837837837837833
full,bbag094_zeisel,scMAE,density_only,44,Silhouette,0.1946078091859817,0.1553055346012115,0.0393022745847702
full,bbag094_zeisel,scMAE,density_only,44,runtime,16.34058666229248,12.55891752243042,3.7816691398620605
full,bbag094_zeisel,scMAE,density_only,45,NMI,0.7183708888950234,0.6385257169825773,0.07984517191244611
full,bbag094_zeisel,scMAE,density_only,45,ARI,0.7459893368214918,0.610319935914645,0.13566940090684687
full,bbag094_zeisel,scMAE,density_only,45,ACC,0.8566200931470392,0.7139055222887558,0.14271457085828343
full,bbag094_zeisel,scMAE,density_only,45,F1_Macro,0.7293317529169132,0.5437079610955197,0.18562379182139355
full,bbag094_zeisel,scMAE,density_only,45,BalancedACC,0.7733137178765748,0.5812898582057311,0.19202385967084368
full,bbag094_zeisel,scMAE,density_only,45,RareACC,0.8702702702702703,0.7837837837837838,0.08648648648648649
full,bbag094_zeisel,scMAE,density_only,45,Silhouette,0.1573834121227264,0.1640580743551254,-0.006674662232398987
full,bbag094_zeisel,scMAE,density_only,45,runtime,16.78180766105652,12.62011170387268,4.161695957183838
full,bbag094_zeisel,scMAE,density_only,46,NMI,0.627390651349934,0.6564289800113958,-0.029038328661461832
full,bbag094_zeisel,scMAE,density_only,46,ARI,0.5956066515427612,0.6191324129846407,-0.023525761441879567
full,bbag094_zeisel,scMAE,density_only,46,ACC,0.6856287425149701,0.7431803060545575,-0.05755156353958746
full,bbag094_zeisel,scMAE,density_only,46,F1_Macro,0.5060935835601139,0.601146193385108,-0.09505260982499408
full,bbag094_zeisel,scMAE,density_only,46,BalancedACC,0.5413200986714053,0.6570288601504084,-0.11570876147900311
full,bbag094_zeisel,scMAE,density_only,46,RareACC,0.7027027027027027,0.8864864864864865,-0.1837837837837838
full,bbag094_zeisel,scMAE,density_only,46,Silhouette,0.1958973705768585,0.143053650856018,0.05284371972084048
full,bbag094_zeisel,scMAE,density_only,46,runtime,16.154813051223755,12.766338586807253,3.388474464416502
full,bbag094_zeisel,scDeepCluster,density_only,42,NMI,0.5505689613117403,0.5369203305164059,0.013648630795334404
full,bbag094_zeisel,scDeepCluster,density_only,42,ARI,0.5007802109377376,0.4009085966424507,0.0998716142952869
full,bbag094_zeisel,scDeepCluster,density_only,42,ACC,0.6926147704590818,0.6902860944777113,0.0023286759813705427
full,bbag094_zeisel,scDeepCluster,density_only,42,F1_Macro,0.5653609897053624,0.5718371205843866,-0.006476130879024211
full,bbag094_zeisel,scDeepCluster,density_only,42,BalancedACC,0.6198760369707706,0.6358631118022389,-0.015987074831468218
full,bbag094_zeisel,scDeepCluster,density_only,42,RareACC,0.772972972972973,0.8108108108108109,-0.037837837837837895
full,bbag094_zeisel,scDeepCluster,density_only,42,Silhouette,0.1315548681441158,-0.0359994733046823,0.1675543414487981
full,bbag094_zeisel,scDeepCluster,density_only,42,runtime,278.32857728004456,229.25453424453733,49.07404303550723
full,bbag094_zeisel,scDeepCluster,density_only,43,NMI,0.4339015864851187,0.4977727174012975,-0.06387113091617885
full,bbag094_zeisel,scDeepCluster,density_only,43,ARI,0.3029433915003152,0.3990832866020256,-0.0961398951017104
full,bbag094_zeisel,scDeepCluster,density_only,43,ACC,0.4966733200266134,0.6330671989354624,-0.13639387890884896
full,bbag094_zeisel,scDeepCluster,density_only,43,F1_Macro,0.4531960648058546,0.5182134464035569,-0.06501738159770232
full,bbag094_zeisel,scDeepCluster,density_only,43,BalancedACC,0.4708138577269367,0.6328986664768326,-0.1620848087498959
full,bbag094_zeisel,scDeepCluster,density_only,43,RareACC,0.5081081081081081,0.7837837837837838,-0.27567567567567564
full,bbag094_zeisel,scDeepCluster,density_only,43,Silhouette,-0.1156219359430169,0.0187274097733361,-0.13434934571635299
full,bbag094_zeisel,scDeepCluster,density_only,43,runtime,296.71162486076355,251.19336223602292,45.51826262474063
full,bbag094_zeisel,scDeepCluster,density_only,44,NMI,0.5202654474058147,0.5769720865704976,-0.05670663916468288
full,bbag094_zeisel,scDeepCluster,density_only,44,ARI,0.3963456234724665,0.5106229167824218,-0.11427729330995529
full,bbag094_zeisel,scDeepCluster,density_only,44,ACC,0.6686626746506986,0.7182302062541583,-0.049567531603459725
full,bbag094_zeisel,scDeepCluster,density_only,44,F1_Macro,0.5423188495558289,0.5486884728142417,-0.006369623258412838
full,bbag094_zeisel,scDeepCluster,density_only,44,BalancedACC,0.5298795332040753,0.5771724343904775,-0.04729290118640217
full,bbag094_zeisel,scDeepCluster,density_only,44,RareACC,0.5081081081081081,0.6162162162162163,-0.10810810810810811
full,bbag094_zeisel,scDeepCluster,density_only,44,Silhouette,0.0429416066553887,0.0303403358324947,0.012601270822894
full,bbag094_zeisel,scDeepCluster,density_only,44,runtime,271.6121623516083,282.0925769805908,-10.480414628982544
full,bbag094_zeisel,scDeepCluster,density_only,45,NMI,0.6600345832054003,0.6407600529509567,0.01927453025444359
full,bbag094_zeisel,scDeepCluster,density_only,45,ARI,0.6832347448890264,0.6865222519882317,-0.0032875070992053335
full,bbag094_zeisel,scDeepCluster,density_only,45,ACC,0.7880904856952761,0.8166999334664006,-0.028609447771124508
full,bbag094_zeisel,scDeepCluster,density_only,45,F1_Macro,0.6266288761522336,0.6444901000150971,-0.017861223862863485
full,bbag094_zeisel,scDeepCluster,density_only,45,BalancedACC,0.6054556658566456,0.6473541809433703,-0.04189851508672471
full,bbag094_zeisel,scDeepCluster,density_only,45,RareACC,0.7027027027027027,0.745945945945946,-0.043243243243243246
full,bbag094_zeisel,scDeepCluster,density_only,45,Silhouette,0.1114067120999547,0.1321795708983898,-0.0207728587984351
full,bbag094_zeisel,scDeepCluster,density_only,45,runtime,259.6631848812103,247.4085304737091,12.25465440750122
full,bbag094_zeisel,scDeepCluster,density_only,46,NMI,0.5821076820448621,0.5133234258686056,0.0687842561762565
full,bbag094_zeisel,scDeepCluster,density_only,46,ARI,0.5065929840722686,0.2794480990417675,0.22714488503050112
