dataset,dataset_key,method,method_display,ARI,BalancedACC,RareACC,Batch correction,result_row_id,trial_id,selected_final_method,source_type,prediction_status,has_prediction_table
SCIB Mouse Pancreas 1,Mouse_Pancreas_1_raw_counts,Scanorama,Scanorama,0.4628905737566059,0.5261135999690744,0.7558139534883721,0.8393828923960556,TR206R_0215,,,baseline_completion_key04_completion_20260330_111233,ok,True
SCIB Mouse Pancreas 1,Mouse_Pancreas_1_raw_counts,DESC,DESC,0.7808065351595872,0.4591455332815524,0.5581395348837209,0.8297985887139959,TR206R_0216,,,baseline_completion_key04_completion_20260330_111233,ok,True
SCIB Mouse Pancreas 1,Mouse_Pancreas_1_raw_counts,pca_leiden,PCA+Leiden,0.4628905737566059,0.5261135999690744,0.7558139534883721,0.8393828923960556,TR206R_0219,pca_leiden,,,missing,False
SCIB Mouse Pancreas 1,Mouse_Pancreas_1_raw_counts,scvi,scVI,0.4909716781236018,0.4465295120345276,0.686046511627907,0.9720276301990344,TR206R_0250,,,scvi_article_baseline,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,scRAW (default),scRAW (default),0.6408881900927891,0.5112433061420655,0.1345291479820627,0.8742761269255456,TR206R_0220,,hdbscan_final,single_seed_seed60_stage_umaps_rerun,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,scRAW (trial_0017),scRAW (trial 0017),0.6827909308919632,0.5921954950000582,0.3228699551569506,0.8705477948080688,TR206R_0236,trial_0017,leiden_target11_final,single_seed_generalist_trial_0017,missing,False
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,scRAW (best per dataset),scRAW (best per dataset),0.6830251708973476,0.5609839319347395,0.1345291479820627,0.8659652960746601,REPORT_BEST_0005,trial_0018,,report_stage1_best_per_dataset,classwise_report_source,False
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,scNAME,scNAME,0.5891148190905894,0.5269390136446822,0.2690582959641255,0.6091181766721063,TR206R_0228,,,scrbenchmark_completion_key04_completion_20260330_111233,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,scMAE,scMAE,0.4905798474289589,0.5178620727682129,0.1300448430493273,0.8770284504132945,TR206R_0229,,,scrbenchmark_completion_key04_completion_20260330_111233,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,Harmony,Harmony,0.5348378026118584,0.5714676132181757,0.1345291479820627,0.8735805104832238,TR206R_0230,,,baseline_completion_key04_completion_20260330_111233,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,ComBat,ComBat,0.5543951034735616,0.5733014570131655,0.1345291479820627,0.8735805104832238,TR206R_0231,,,baseline_completion_key04_completion_20260330_111233,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,Scanorama,Scanorama,0.5543951034735616,0.5733014570131655,0.1345291479820627,0.8735805104832238,TR206R_0232,,,baseline_completion_key04_completion_20260330_111233,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,DESC,DESC,0.700039269062976,0.444315213476802,0.0,0.5835571747765815,TR206R_0233,,,baseline_completion_key04_completion_20260330_111233,ok,True
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,pca_leiden,PCA+Leiden,0.5543951034735616,0.5733014570131655,0.1345291479820627,0.8735805104832238,TR206R_0237,pca_leiden,,,missing,False
Tabula Muris liver,Tabula_Muris_liver_filtered_raw_counts,scvi,scVI,0.5185440830144872,0.5555620878652687,0.1300448430493273,0.937853056018573,TR206R_0246,,,scvi_article_baseline,ok,True
